record_id,year,employee_id,facility_id,facility_name,country,region,department,gender,ethnicity,job_level,is_leadership,current_salary,training_hours,had_injury,left_company,parental_leave_taken
WF-0004307,2022,EMP-04307,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Male,White,Mid-Level,False,72328.35,26.1,False,False,False
WF-0004308,2022,EMP-04308,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Female,Black,Mid-Level,False,52491.69,28.8,False,False,False
WF-0004309,2022,EMP-04309,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Male,Asian,Senior,False,109473.58,27.2,False,False,False
WF-0004310,2022,EMP-04310,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Male,Black,Junior,False,35928.49,26.4,False,False,False
WF-0004311,2022,EMP-04311,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Male,White,Mid-Level,False,76504.13,26.3,True,False,False
WF-0004312,2022,EMP-04312,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Male,Other,Director,True,184791.87,25.1,False,False,False
WF-0004313,2022,EMP-04313,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Female,White,Senior,False,81212.57,23.8,False,False,False
WF-0004314,2022,EMP-04314,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Non-Binary,Asian,Senior,False,78136.34,28.0,False,True,False
WF-0004315,2022,EMP-04315,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Male,White,Senior,False,91606.86,28.0,False,False,False
WF-0004316,2022,EMP-04316,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Male,White,Mid-Level,False,72580.09,23.8,False,False,True
WF-0004317,2022,EMP-04317,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Female,White,Manager,True,92346.7,23.8,False,True,False
WF-0004318,2022,EMP-04318,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Female,Asian,Mid-Level,False,54044.47,27.4,False,False,False
WF-0004319,2022,EMP-04319,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Male,Asian,Senior,False,109945.69,25.4,False,False,False
WF-0004320,2022,EMP-04320,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Female,White,Mid-Level,False,68308.96,24.0,False,False,False
WF-0004321,2022,EMP-04321,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Female,White,Manager,True,90752.78,22.8,True,False,False
WF-0004322,2022,EMP-04322,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Female,Asian,Mid-Level,False,54567.06,25.1,False,False,False
WF-0004323,2022,EMP-04323,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Male,White,Senior,False,105449.25,26.3,False,True,False
WF-0004324,2022,EMP-04324,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Female,White,Mid-Level,False,62419.47,25.4,False,False,False
WF-0004325,2022,EMP-04325,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Non-Binary,Hispanic,Mid-Level,False,51589.21,23.3,False,False,False
WF-0004326,2022,EMP-04326,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Non-Binary,Hispanic,Mid-Level,False,53780.43,24.8,False,False,False
WF-0004327,2022,EMP-04327,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Non-Binary,Asian,Junior,False,33407.83,27.1,False,False,False
WF-0004328,2022,EMP-04328,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Female,Asian,Senior,False,69302.11,29.2,False,True,False
WF-0004329,2022,EMP-04329,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Male,White,Junior,False,40324.79,26.1,False,False,False
WF-0004330,2022,EMP-04330,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Male,White,Manager,True,127572.66,28.1,False,False,False
WF-0004331,2022,EMP-04331,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Male,Black,Mid-Level,False,58162.33,27.4,False,False,False
WF-0004332,2022,EMP-04332,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Female,Black,Senior,False,86771.64,24.8,False,False,True
WF-0004333,2022,EMP-04333,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Male,White,Senior,False,84963.89,27.9,False,False,False
WF-0004334,2022,EMP-04334,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Female,Hispanic,Mid-Level,False,58911.73,28.2,False,False,False
WF-0004335,2022,EMP-04335,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Male,Black,Manager,True,113663.07,25.0,False,False,False
WF-0004336,2022,EMP-04336,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Female,Black,Junior,False,40626.58,26.0,False,False,False
WF-0004337,2022,EMP-04337,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Male,White,Mid-Level,False,55886.98,24.9,False,False,False
WF-0004338,2022,EMP-04338,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Male,White,Director,True,151450.66,23.5,False,False,False
WF-0004339,2022,EMP-04339,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Male,Asian,Mid-Level,False,79673.09,28.0,False,False,False
WF-0004340,2022,EMP-04340,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Male,Black,Junior,False,52610.25,29.2,False,False,False
WF-0004341,2022,EMP-04341,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Male,Hispanic,Senior,False,91374.89,25.9,False,False,False
WF-0004342,2022,EMP-04342,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Male,White,Director,True,148352.34,24.9,False,False,False
WF-0004343,2022,EMP-04343,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Male,White,Junior,False,49333.88,28.1,False,False,False
WF-0004344,2022,EMP-04344,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Male,Asian,C-Suite,True,321824.44,28.4,False,False,False
WF-0004345,2022,EMP-04345,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Male,White,Director,True,149333.84,24.3,False,True,False
WF-0004346,2022,EMP-04346,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Male,Black,Director,True,197517.95,26.3,False,False,False
WF-0004347,2022,EMP-04347,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Male,White,Mid-Level,False,70130.19,30.0,False,False,False
WF-0004348,2022,EMP-04348,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Female,White,Director,True,150160.83,,False,True,False
WF-0004349,2022,EMP-04349,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Female,White,Mid-Level,False,63521.68,24.2,False,False,False
WF-0004350,2022,EMP-04350,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Male,White,Senior,False,101563.26,23.2,False,False,False
WF-0004351,2022,EMP-04351,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Female,Asian,Mid-Level,False,55577.58,26.7,False,False,False
WF-0004352,2022,EMP-04352,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Male,Black,VP,True,282925.84,27.4,False,False,False
WF-0004353,2022,EMP-04353,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Male,Black,Manager,True,116158.89,27.4,False,False,False
WF-0004354,2022,EMP-04354,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Male,Asian,Mid-Level,False,77008.36,27.1,False,False,False
WF-0004355,2022,EMP-04355,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Male,Hispanic,Junior,False,46369.08,26.6,False,True,False
WF-0004356,2022,EMP-04356,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Female,Asian,Manager,True,101290.11,25.2,False,False,False
WF-0004357,2022,EMP-04357,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Female,White,Senior,False,73004.5,24.7,False,False,False
WF-0004358,2022,EMP-04358,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Male,Hispanic,Junior,False,49719.51,27.6,False,False,False
WF-0004359,2022,EMP-04359,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Female,Other,Senior,False,98549.05,24.6,False,False,False
WF-0004360,2022,EMP-04360,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Non-Binary,Black,Manager,True,105936.7,22.7,False,False,False
WF-0004361,2022,EMP-04361,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Male,White,Mid-Level,False,67724.35,26.3,False,False,False
WF-0004362,2022,EMP-04362,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Male,White,Senior,False,104284.65,26.6,False,False,False
WF-0004363,2022,EMP-04363,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Male,Asian,Junior,False,39169.72,29.8,False,False,False
WF-0004364,2022,EMP-04364,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Male,Asian,Manager,True,116408.44,26.1,False,False,False
WF-0004365,2022,EMP-04365,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Non-Binary,Hispanic,Mid-Level,False,52555.16,23.3,False,False,False
WF-0004366,2022,EMP-04366,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Male,Asian,Junior,False,49123.2,28.4,False,False,True
WF-0004367,2022,EMP-04367,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Male,White,Senior,False,104926.0,25.9,False,False,False
WF-0004368,2022,EMP-04368,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Female,White,Junior,False,31572.49,25.7,False,False,False
WF-0004369,2022,EMP-04369,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Female,White,Manager,True,91002.05,23.7,False,False,False
WF-0004370,2022,EMP-04370,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Male,White,Mid-Level,False,57965.51,27.0,False,False,False
WF-0004371,2022,EMP-04371,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Male,Hispanic,Junior,False,53213.07,26.3,False,False,False
WF-0004372,2022,EMP-04372,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Male,Hispanic,Manager,True,122036.54,26.2,False,False,False
WF-0004373,2022,EMP-04373,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Male,White,Junior,False,50318.08,27.9,False,False,False
WF-0004374,2022,EMP-04374,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Male,Hispanic,VP,True,209789.65,28.1,False,False,True
WF-0004375,2022,EMP-04375,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Male,White,Junior,False,46219.61,26.6,False,False,False
WF-0004376,2022,EMP-04376,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Female,Black,Mid-Level,False,51888.2,27.1,False,True,False
WF-0004377,2022,EMP-04377,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Male,Hispanic,Senior,False,80050.24,26.7,False,False,False
WF-0004378,2022,EMP-04378,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Male,Asian,Senior,False,98872.08,29.3,False,False,False
WF-0004379,2022,EMP-04379,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Female,White,Senior,False,77444.59,24.2,False,False,False
WF-0004380,2022,EMP-04380,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Male,White,Mid-Level,False,73259.64,23.8,False,False,False
WF-0004381,2022,EMP-04381,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Female,White,Junior,False,32296.71,23.6,False,False,False
WF-0004382,2022,EMP-04382,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Male,White,Mid-Level,False,68461.7,27.0,False,False,False
WF-0004383,2022,EMP-04383,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Male,Hispanic,Director,True,176262.05,25.8,False,False,False
WF-0004384,2022,EMP-04384,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Male,White,Junior,False,53478.15,23.8,False,False,False
WF-0004385,2022,EMP-04385,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Non-Binary,White,Senior,False,100147.88,25.6,False,False,False
WF-0004386,2022,EMP-04386,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Male,White,Director,True,199319.36,30.3,False,False,True
WF-0004387,2022,EMP-04387,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Male,White,Mid-Level,False,68869.27,26.9,False,False,False
WF-0004388,2022,EMP-04388,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Male,Hispanic,Mid-Level,False,78205.01,28.9,False,False,False
WF-0004389,2022,EMP-04389,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Non-Binary,White,Director,True,161594.37,23.4,False,False,False
WF-0004390,2022,EMP-04390,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Female,White,Director,True,154075.93,26.6,False,False,False
WF-0004391,2022,EMP-04391,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Male,Asian,Junior,False,53964.03,27.0,False,False,False
WF-0004392,2022,EMP-04392,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Female,Black,C-Suite,True,295569.88,27.4,False,True,False
WF-0004393,2022,EMP-04393,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Male,Asian,Senior,False,85735.34,25.5,False,False,False
WF-0004394,2022,EMP-04394,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Female,Asian,Mid-Level,False,52196.77,,False,False,False
WF-0004395,2022,EMP-04395,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Female,White,Junior,False,32902.9,27.0,False,False,False
WF-0004396,2022,EMP-04396,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Female,White,Director,True,172453.85,26.2,False,False,False
WF-0004397,2022,EMP-04397,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Female,White,Mid-Level,False,67128.98,25.1,False,False,False
WF-0004398,2022,EMP-04398,FAC-005,Stuttgart Engineering,Germany,Europe,Legal,Female,Asian,Junior,False,45083.52,23.0,False,False,False
WF-0004399,2022,EMP-04399,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Male,Asian,Mid-Level,False,79168.37,22.2,True,False,False
WF-0004400,2022,EMP-04400,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Female,Asian,Mid-Level,False,52362.89,24.7,False,True,False
WF-0004401,2022,EMP-04401,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Male,White,Senior,False,89836.62,25.7,False,False,False
WF-0004402,2022,EMP-04402,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Female,Hispanic,Mid-Level,False,52876.18,24.6,False,False,False
WF-0004403,2022,EMP-04403,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Female,Asian,Mid-Level,False,72829.05,26.7,False,False,False
WF-0004404,2022,EMP-04404,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Female,White,Mid-Level,False,55828.27,27.6,False,True,False
WF-0004405,2022,EMP-04405,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Female,Hispanic,Junior,False,47628.3,,False,False,False
WF-0004406,2022,EMP-04406,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Male,White,Senior,False,107809.67,,False,False,False
WF-0004407,2022,EMP-04407,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Male,Asian,Junior,False,41116.18,25.9,False,False,False
WF-0004408,2022,EMP-04408,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Female,Other,VP,True,231284.27,22.6,False,False,False
WF-0004409,2022,EMP-04409,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Male,Hispanic,Mid-Level,False,69322.4,27.8,False,False,True
WF-0004410,2022,EMP-04410,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Female,Hispanic,Manager,True,97162.24,24.1,False,False,False
WF-0004411,2022,EMP-04411,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Male,Hispanic,Mid-Level,False,62962.84,31.1,False,False,False
WF-0004412,2022,EMP-04412,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Male,White,Mid-Level,False,69758.35,28.3,False,False,False
WF-0004413,2022,EMP-04413,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Male,White,Manager,True,136302.15,25.7,False,False,False
WF-0004414,2022,EMP-04414,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Male,Black,Director,True,189342.67,26.0,False,False,False
WF-0004415,2022,EMP-04415,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Male,White,Junior,False,39536.55,23.2,False,False,False
WF-0004416,2022,EMP-04416,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Female,White,Senior,False,91027.58,29.5,False,True,False
WF-0004417,2022,EMP-04417,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Male,Black,Director,True,147005.42,24.3,False,False,False
WF-0004418,2022,EMP-04418,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Male,Other,Senior,False,106625.27,26.1,False,True,False
WF-0004419,2022,EMP-04419,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Male,White,Senior,False,88978.96,24.7,False,False,True
WF-0004420,2022,EMP-04420,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Male,White,Senior,False,96784.79,26.9,False,False,True
WF-0004421,2022,EMP-04421,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Non-Binary,White,Junior,False,42474.94,26.0,False,False,False
WF-0004422,2022,EMP-04422,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Male,White,Mid-Level,False,66144.32,24.7,False,False,False
WF-0004423,2022,EMP-04423,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Female,Other,VP,True,230064.0,26.9,False,False,False
WF-0004424,2022,EMP-04424,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Male,Asian,Manager,True,127441.93,29.0,False,False,False
WF-0004425,2022,EMP-04425,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Non-Binary,White,Junior,False,32397.3,26.1,False,False,False
WF-0004426,2022,EMP-04426,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Male,White,Director,True,170108.06,21.6,False,False,False
WF-0004427,2022,EMP-04427,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Female,Asian,Senior,False,89683.7,26.8,False,True,False
WF-0004428,2022,EMP-04428,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Female,Asian,Senior,False,70222.77,23.0,True,True,False
WF-0004429,2022,EMP-04429,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Male,White,C-Suite,True,456169.05,23.3,False,True,False
WF-0004430,2022,EMP-04430,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Non-Binary,Other,Junior,False,39048.54,23.1,False,False,False
WF-0004431,2022,EMP-04431,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Male,White,Junior,False,37862.51,27.4,False,True,False
WF-0004432,2022,EMP-04432,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Male,Hispanic,Mid-Level,False,61164.98,23.1,True,True,False
WF-0004433,2022,EMP-04433,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Male,Asian,C-Suite,True,494630.29,28.0,False,True,False
WF-0004434,2022,EMP-04434,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Male,White,Junior,False,40430.78,27.6,False,False,False
WF-0004435,2022,EMP-04435,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Male,Hispanic,Mid-Level,False,77517.75,24.3,False,False,False
WF-0004436,2022,EMP-04436,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Male,White,Mid-Level,False,55727.62,27.0,False,True,False
WF-0004437,2022,EMP-04437,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Non-Binary,Hispanic,Junior,False,47998.12,28.4,False,False,False
WF-0004438,2022,EMP-04438,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Male,White,Director,True,187801.46,24.8,False,False,False
WF-0004439,2022,EMP-04439,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Male,Asian,Senior,False,82761.45,28.5,False,False,False
WF-0004440,2022,EMP-04440,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Female,Other,Senior,False,82988.92,26.3,False,False,False
WF-0004441,2022,EMP-04441,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Non-Binary,White,Junior,False,40910.97,24.6,False,False,True
WF-0004442,2022,EMP-04442,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Male,White,Mid-Level,False,67736.93,27.7,False,False,False
WF-0004443,2022,EMP-04443,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Male,Asian,Junior,False,36237.3,24.5,False,False,False
WF-0004444,2022,EMP-04444,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Male,White,Mid-Level,False,60903.01,28.8,False,False,False
WF-0004445,2022,EMP-04445,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Male,White,VP,True,279836.39,23.7,False,True,False
WF-0004446,2022,EMP-04446,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Female,White,Mid-Level,False,50100.15,28.6,False,False,False
WF-0004447,2022,EMP-04447,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Female,White,Senior,False,85848.64,26.4,False,False,True
WF-0004448,2022,EMP-04448,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Female,White,Senior,False,100800.26,27.4,True,False,False
WF-0004449,2022,EMP-04449,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Female,Asian,Mid-Level,False,60323.23,25.2,False,False,False
WF-0004450,2022,EMP-04450,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Male,White,VP,True,201507.27,,False,False,False
WF-0004451,2022,EMP-04451,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Female,Asian,Mid-Level,False,51597.96,20.9,False,False,False
WF-0004452,2022,EMP-04452,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Female,White,Junior,False,44484.73,26.4,False,False,False
WF-0004453,2022,EMP-04453,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Male,Other,Director,True,142511.38,23.4,False,False,True
WF-0004454,2022,EMP-04454,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Female,White,Senior,False,78426.41,27.5,False,True,False
WF-0004455,2022,EMP-04455,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Male,Asian,Manager,True,135306.83,24.9,False,False,False
WF-0004456,2022,EMP-04456,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Male,Black,Junior,False,54762.87,24.9,False,True,False
WF-0004457,2022,EMP-04457,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Non-Binary,White,Senior,False,75746.5,23.7,False,False,False
WF-0004458,2022,EMP-04458,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Male,Hispanic,Manager,True,104871.02,26.4,False,False,False
WF-0004459,2022,EMP-04459,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Male,Asian,Mid-Level,False,67566.47,24.3,False,True,False
WF-0004460,2022,EMP-04460,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Male,White,C-Suite,True,375788.18,25.9,False,True,False
WF-0004461,2022,EMP-04461,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Male,Hispanic,Junior,False,48816.11,25.3,False,False,False
WF-0004462,2022,EMP-04462,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Female,Hispanic,Senior,False,83689.74,24.0,False,False,False
WF-0004463,2022,EMP-04463,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Male,Hispanic,Junior,False,38316.48,25.2,False,False,False
WF-0004464,2022,EMP-04464,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Female,Other,Mid-Level,False,58360.86,24.8,False,False,False
WF-0004465,2022,EMP-04465,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Male,Asian,Senior,False,94426.42,27.9,False,True,False
WF-0004466,2022,EMP-04466,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Female,White,Junior,False,34740.99,28.3,False,False,False
WF-0004467,2022,EMP-04467,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Female,White,Director,True,137447.47,23.4,False,False,False
WF-0004468,2022,EMP-04468,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Male,Black,VP,True,277057.52,26.4,False,True,True
WF-0004469,2022,EMP-04469,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Male,White,Senior,False,81435.24,25.4,False,False,False
WF-0004470,2022,EMP-04470,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Male,Asian,Junior,False,53579.5,24.2,False,True,False
WF-0004471,2022,EMP-04471,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Male,White,Director,True,154673.18,26.3,False,False,False
WF-0004472,2022,EMP-04472,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Male,White,VP,True,254428.45,26.9,False,False,False
WF-0004473,2022,EMP-04473,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Female,Other,Mid-Level,False,65882.84,20.7,False,False,False
WF-0004474,2022,EMP-04474,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Female,White,Junior,False,40070.23,28.0,False,False,False
WF-0004475,2022,EMP-04475,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Female,Asian,Senior,False,90708.96,27.4,False,False,False
WF-0004476,2022,EMP-04476,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Male,Hispanic,Junior,False,51397.19,25.9,False,False,False
WF-0004477,2022,EMP-04477,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Male,White,Mid-Level,False,55559.03,24.2,False,False,False
WF-0004478,2022,EMP-04478,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Male,Other,Junior,False,47589.48,27.0,False,True,False
WF-0004479,2022,EMP-04479,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Male,White,Director,True,180050.21,24.7,False,False,False
WF-0004480,2022,EMP-04480,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Female,Asian,Manager,True,116483.21,28.5,False,False,False
WF-0004481,2022,EMP-04481,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Female,Asian,Mid-Level,False,70558.72,27.8,False,False,False
WF-0004482,2022,EMP-04482,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Female,White,Senior,False,100577.48,26.0,False,False,False
WF-0004483,2022,EMP-04483,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Female,Black,Mid-Level,False,46642.12,24.4,False,False,False
WF-0004484,2022,EMP-04484,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Male,Asian,Junior,False,54484.03,27.0,False,False,False
WF-0004485,2022,EMP-04485,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Female,White,Mid-Level,False,60670.99,27.6,False,False,False
WF-0004486,2022,EMP-04486,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Male,Hispanic,Director,True,150110.72,25.3,False,False,False
WF-0004487,2022,EMP-04487,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Male,Black,Junior,False,49532.82,26.8,False,False,False
WF-0004488,2022,EMP-04488,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Female,Black,Senior,False,72759.55,25.0,False,False,False
WF-0004489,2022,EMP-04489,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Male,Black,Director,True,181296.85,22.5,False,False,False
WF-0004490,2022,EMP-04490,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Female,Black,Senior,False,74541.55,22.7,False,False,False
WF-0004491,2022,EMP-04491,FAC-005,Stuttgart Engineering,Germany,Europe,IT,Male,White,Senior,False,103650.5,26.3,False,True,False
WF-0004492,2022,EMP-04492,FAC-005,Stuttgart Engineering,Germany,Europe,Sales,Male,Asian,Mid-Level,False,69516.25,29.0,False,True,False
WF-0004493,2022,EMP-04493,FAC-005,Stuttgart Engineering,Germany,Europe,Sales,Male,Hispanic,Manager,True,134771.7,24.1,False,False,True
WF-0004494,2022,EMP-04494,FAC-005,Stuttgart Engineering,Germany,Europe,Sales,Male,Hispanic,Mid-Level,False,74781.35,24.4,False,False,False
