record_id,year,month,month_name,quarter,fiscal_period,facility_id,facility_name,country,region,facility_size,facility_employees,meter_type,scope,consumption,unit,emissions_tco2e,improvement_factor
ENV-0003758,2022,6,June,Q2,2022-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Natural Gas,Scope 1,309.207,GJ,0.6246,1.0
ENV-0003759,2022,6,June,Q2,2022-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Natural Gas,Scope 1,217.55,GJ,0.4395,1.0
ENV-0003760,2022,6,June,Q2,2022-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Natural Gas,Scope 1,193.592,GJ,0.3911,1.0
ENV-0003761,2022,6,June,Q2,2022-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Natural Gas,Scope 1,201.072,GJ,0.4062,1.0
ENV-0003762,2022,6,June,Q2,2022-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Natural Gas,Scope 1,199.775,GJ,0.4035,1.0
ENV-0003763,2022,6,June,Q2,2022-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Natural Gas,Scope 1,199.634,GJ,0.4033,1.0
ENV-0003764,2022,6,June,Q2,2022-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Natural Gas,Scope 1,278.036,GJ,0.5616,1.0
ENV-0003765,2022,6,June,Q2,2022-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Natural Gas,Scope 1,334.646,GJ,0.676,1.0
ENV-0003766,2022,6,June,Q2,2022-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Natural Gas,Scope 1,396.588,GJ,0.8011,1.0
ENV-0003767,2022,6,June,Q2,2022-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Natural Gas,Scope 1,297.796,GJ,0.6015,1.0
ENV-0003768,2022,6,June,Q2,2022-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Natural Gas,Scope 1,270.227,GJ,0.5459,1.0
ENV-0003769,2022,6,June,Q2,2022-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Diesel,Scope 1,1966.053,litres,5.269,1.0
ENV-0003770,2022,6,June,Q2,2022-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Diesel,Scope 1,777.594,litres,2.084,1.0
ENV-0003771,2022,6,June,Q2,2022-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Diesel,Scope 1,889.087,litres,2.3828,1.0
ENV-0003772,2022,6,June,Q2,2022-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Diesel,Scope 1,697.803,litres,1.8701,1.0
ENV-0003773,2022,6,June,Q2,2022-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Diesel,Scope 1,1888.265,litres,5.0606,1.0
ENV-0003774,2022,6,June,Q2,2022-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Diesel,Scope 1,530.739,litres,1.4224,1.0
ENV-0003775,2022,6,June,Q2,2022-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Grid Electricity,Scope 2,398.843,MWh,0.1795,1.0
ENV-0003776,2022,6,June,Q2,2022-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Grid Electricity,Scope 2,755.506,MWh,0.34,1.0
ENV-0003777,2022,6,June,Q2,2022-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Grid Electricity,Scope 2,853.071,MWh,0.3839,1.0
ENV-0003778,2022,6,June,Q2,2022-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Grid Electricity,Scope 2,466.661,MWh,0.21,1.0
ENV-0003779,2022,6,June,Q2,2022-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Grid Electricity,Scope 2,856.234,MWh,0.3853,1.0
ENV-0003780,2022,6,June,Q2,2022-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Grid Electricity,Scope 2,738.472,MWh,0.3323,1.0
ENV-0003781,2022,6,June,Q2,2022-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Renewable Energy,Scope 2,274.513,MWh,0.0027,1.0
ENV-0003782,2022,6,June,Q2,2022-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Renewable Energy,Scope 2,292.258,MWh,0.0029,1.0
ENV-0003783,2022,6,June,Q2,2022-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Renewable Energy,Scope 2,265.122,MWh,0.0027,1.0
ENV-0003784,2022,6,June,Q2,2022-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Renewable Energy,Scope 2,142.101,MWh,0.0014,1.0
ENV-0003785,2022,6,June,Q2,2022-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Renewable Energy,Scope 2,167.735,MWh,0.0017,1.0
ENV-0003786,2022,6,June,Q2,2022-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Renewable Energy,Scope 2,257.855,MWh,0.0026,1.0
ENV-0003787,2022,6,June,Q2,2022-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Renewable Energy,Scope 2,276.167,MWh,0.0028,1.0
ENV-0003788,2022,6,June,Q2,2022-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Renewable Energy,Scope 2,134.009,MWh,0.0013,1.0
ENV-0003789,2022,6,June,Q2,2022-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Renewable Energy,Scope 2,235.758,MWh,0.0024,1.0
ENV-0003790,2022,6,June,Q2,2022-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Water,N/A,3541.783,m3,0.0,1.0
ENV-0003791,2022,6,June,Q2,2022-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Water,N/A,2066.97,m3,0.0,1.0
ENV-0003792,2022,6,June,Q2,2022-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Water,N/A,4001.689,m3,0.0,1.0
ENV-0003793,2022,6,June,Q2,2022-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Water,N/A,4115.523,m3,0.0,1.0
ENV-0003794,2022,6,June,Q2,2022-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Water,N/A,3433.768,m3,0.0,1.0
ENV-0003795,2022,6,June,Q2,2022-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Water,N/A,559.292,m3,0.0,1.0
ENV-0003796,2022,6,June,Q2,2022-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Water,N/A,3900.336,m3,0.0,1.0
ENV-0003797,2022,6,June,Q2,2022-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Water,N/A,1689.155,m3,0.0,1.0
ENV-0003798,2022,6,June,Q2,2022-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Water,N/A,1449.578,m3,0.0,1.0
ENV-0003799,2022,6,June,Q2,2022-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Water,N/A,605.122,m3,0.0,1.0
ENV-0003800,2022,6,June,Q2,2022-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Waste,N/A,33.616,tonnes,0.0,1.0
ENV-0003801,2022,6,June,Q2,2022-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Waste,N/A,38.821,tonnes,0.0,1.0
ENV-0003802,2022,6,June,Q2,2022-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Waste,N/A,25.325,tonnes,0.0,1.0
ENV-0003803,2022,6,June,Q2,2022-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Waste,N/A,32.498,tonnes,0.0,1.0
ENV-0003804,2022,6,June,Q2,2022-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Waste,N/A,12.499,tonnes,0.0,1.0
ENV-0003805,2022,6,June,Q2,2022-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Waste,N/A,21.187,tonnes,0.0,1.0
ENV-0003806,2022,6,June,Q2,2022-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Waste,N/A,5.272,tonnes,0.0,1.0
ENV-0003807,2022,6,June,Q2,2022-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Waste,N/A,,tonnes,0.0,1.0
ENV-0003808,2022,6,June,Q2,2022-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Waste,N/A,18.273,tonnes,0.0,1.0
ENV-0003809,2022,6,June,Q2,2022-06,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Waste,N/A,10.247,tonnes,0.0,1.0
ENV-0003810,2022,6,June,Q2,2022-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Natural Gas,Scope 1,170.393,GJ,0.3442,1.0
ENV-0003811,2022,6,June,Q2,2022-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Natural Gas,Scope 1,179.244,GJ,0.3621,1.0
ENV-0003812,2022,6,June,Q2,2022-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Natural Gas,Scope 1,270.699,GJ,0.5468,1.0
ENV-0003813,2022,6,June,Q2,2022-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Natural Gas,Scope 1,152.002,GJ,0.307,1.0
ENV-0003814,2022,6,June,Q2,2022-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Natural Gas,Scope 1,172.501,GJ,0.3485,1.0
ENV-0003815,2022,6,June,Q2,2022-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Natural Gas,Scope 1,206.629,GJ,0.4174,1.0
ENV-0003816,2022,6,June,Q2,2022-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Diesel,Scope 1,412.397,litres,1.1052,1.0
ENV-0003817,2022,6,June,Q2,2022-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Diesel,Scope 1,505.213,litres,1.354,1.0
ENV-0003818,2022,6,June,Q2,2022-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Diesel,Scope 1,424.786,litres,1.1384,1.0
ENV-0003819,2022,6,June,Q2,2022-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Diesel,Scope 1,226.944,litres,0.6082,1.0
ENV-0003820,2022,6,June,Q2,2022-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Diesel,Scope 1,1115.846,litres,2.9905,1.0
ENV-0003821,2022,6,June,Q2,2022-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Diesel,Scope 1,873.352,litres,2.3406,1.0
ENV-0003822,2022,6,June,Q2,2022-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Grid Electricity,Scope 2,463.406,MWh,0.2085,1.0
ENV-0003823,2022,6,June,Q2,2022-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Grid Electricity,Scope 2,258.857,MWh,0.1165,1.0
ENV-0003824,2022,6,June,Q2,2022-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Grid Electricity,Scope 2,136.715,MWh,0.0615,1.0
ENV-0003825,2022,6,June,Q2,2022-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Grid Electricity,Scope 2,211.606,MWh,0.0952,1.0
ENV-0003826,2022,6,June,Q2,2022-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Grid Electricity,Scope 2,450.011,MWh,0.2025,1.0
ENV-0003827,2022,6,June,Q2,2022-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Grid Electricity,Scope 2,240.531,MWh,0.1082,1.0
ENV-0003828,2022,6,June,Q2,2022-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Grid Electricity,Scope 2,444.233,MWh,0.1999,1.0
ENV-0003829,2022,6,June,Q2,2022-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Grid Electricity,Scope 2,643.581,MWh,0.2896,1.0
ENV-0003830,2022,6,June,Q2,2022-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Grid Electricity,Scope 2,489.53,MWh,0.2203,1.0
ENV-0003831,2022,6,June,Q2,2022-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Grid Electricity,Scope 2,632.775,MWh,0.2847,1.0
ENV-0003832,2022,6,June,Q2,2022-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Renewable Energy,Scope 2,70.253,MWh,0.0007,1.0
ENV-0003833,2022,6,June,Q2,2022-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Renewable Energy,Scope 2,78.938,MWh,0.0008,1.0
ENV-0003834,2022,6,June,Q2,2022-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Renewable Energy,Scope 2,124.552,MWh,0.0012,1.0
ENV-0003835,2022,6,June,Q2,2022-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Renewable Energy,Scope 2,31.518,MWh,0.0003,1.0
ENV-0003836,2022,6,June,Q2,2022-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Renewable Energy,Scope 2,80.736,MWh,0.0008,1.0
ENV-0003837,2022,6,June,Q2,2022-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Renewable Energy,Scope 2,167.372,MWh,0.0017,1.0
ENV-0003838,2022,6,June,Q2,2022-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Renewable Energy,Scope 2,196.419,MWh,0.002,1.0
ENV-0003839,2022,6,June,Q2,2022-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Water,N/A,1876.623,m3,0.0,1.0
ENV-0003840,2022,6,June,Q2,2022-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Water,N/A,1760.169,m3,0.0,1.0
ENV-0003841,2022,6,June,Q2,2022-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Water,N/A,1181.07,m3,0.0,1.0
ENV-0003842,2022,6,June,Q2,2022-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Water,N/A,1492.842,m3,0.0,1.0
ENV-0003843,2022,6,June,Q2,2022-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Water,N/A,2629.122,m3,0.0,1.0
ENV-0003844,2022,6,June,Q2,2022-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Water,N/A,1049.052,m3,0.0,1.0
ENV-0003845,2022,6,June,Q2,2022-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Water,N/A,,m3,0.0,1.0
ENV-0003846,2022,6,June,Q2,2022-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Water,N/A,2324.667,m3,0.0,1.0
ENV-0003847,2022,6,June,Q2,2022-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Water,N/A,940.6,m3,0.0,1.0
ENV-0003848,2022,6,June,Q2,2022-06,FAC-012,Sao Paulo Operations,Brazil,LATIN AMERICA,Small,420,Water,N/A,2896.778,m3,0.0,1.0
ENV-0003849,2022,6,June,Q2,2022-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Waste,N/A,,tonnes,0.0,1.0
ENV-0003850,2022,6,June,Q2,2022-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Waste,N/A,15.006,tonnes,0.0,1.0
ENV-0003851,2022,6,June,Q2,2022-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Waste,N/A,14.247,tonnes,0.0,1.0
ENV-0003852,2022,6,June,Q2,2022-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Waste,N/A,15.769,tonnes,0.0,1.0
ENV-0003853,2022,6,June,Q2,2022-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Waste,N/A,6.012,tonnes,0.0,1.0
ENV-0003854,2022,6,June,Q2,2022-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Waste,N/A,6.982,tonnes,0.0,1.0
ENV-0003855,2022,6,June,Q2,2022-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Waste,N/A,8.73,tonnes,0.0,1.0
ENV-0003856,2022,6,June,Q2,2022-06,FAC-012,Sao Paulo Operations,Brazil,Latin America,Small,420,Waste,N/A,11.494,tonnes,0.0,1.0
ENV-0003857,2022,7,July,Q3,2022-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Natural Gas,Scope 1,266.69,GJ,0.5387,1.0
ENV-0003858,2022,7,July,Q3,2022-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Natural Gas,Scope 1,629.002,GJ,1.2706,1.0
ENV-0003859,2022,7,July,Q3,2022-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Natural Gas,Scope 1,530.7,GJ,1.072,1.0
ENV-0003860,2022,7,July,Q3,2022-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Natural Gas,Scope 1,215.444,GJ,0.4352,1.0
ENV-0003861,2022,7,July,Q3,2022-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Natural Gas,Scope 1,406.395,GJ,0.8209,1.0
ENV-0003862,2022,7,July,Q3,2022-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Natural Gas,Scope 1,301.721,GJ,0.6095,1.0
ENV-0003863,2022,7,July,Q3,2022-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Natural Gas,Scope 1,557.657,GJ,1.1265,1.0
ENV-0003864,2022,7,July,Q3,2022-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Diesel,Scope 1,937.832,litres,2.5134,1.0
ENV-0003865,2022,7,July,Q3,2022-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Diesel,Scope 1,4483.278,litres,12.0152,1.0
ENV-0003866,2022,7,July,Q3,2022-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Diesel,Scope 1,1718.426,litres,4.6054,1.0
ENV-0003867,2022,7,July,Q3,2022-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Diesel,Scope 1,986.618,litres,2.6441,1.0
ENV-0003868,2022,7,July,Q3,2022-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Diesel,Scope 1,3194.261,litres,8.5606,1.0
ENV-0003869,2022,7,July,Q3,2022-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Diesel,Scope 1,2620.358,litres,7.0226,1.0
ENV-0003870,2022,7,July,Q3,2022-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Diesel,Scope 1,2742.005,litres,7.3486,1.0
ENV-0003871,2022,7,July,Q3,2022-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Diesel,Scope 1,821.14,litres,2.2007,1.0
ENV-0003872,2022,7,July,Q3,2022-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Grid Electricity,Scope 2,328.205,MWh,0.1477,1.0
ENV-0003873,2022,7,July,Q3,2022-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Grid Electricity,Scope 2,456.594,MWh,0.2055,1.0
ENV-0003874,2022,7,July,Q3,2022-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Grid Electricity,Scope 2,1020.606,MWh,0.4593,1.0
ENV-0003875,2022,7,July,Q3,2022-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Grid Electricity,Scope 2,435.579,MWh,0.196,1.0
ENV-0003876,2022,7,July,Q3,2022-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Grid Electricity,Scope 2,1063.833,MWh,0.4787,1.0
ENV-0003877,2022,7,July,Q3,2022-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Grid Electricity,Scope 2,1558.151,MWh,0.7012,1.0
ENV-0003878,2022,7,July,Q3,2022-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Renewable Energy,Scope 2,596.864,MWh,0.006,1.0
ENV-0003879,2022,7,July,Q3,2022-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Renewable Energy,Scope 2,461.365,MWh,0.0046,1.0
ENV-0003880,2022,7,July,Q3,2022-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Renewable Energy,Scope 2,551.326,MWh,0.0055,1.0
ENV-0003881,2022,7,July,Q3,2022-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Renewable Energy,Scope 2,68.263,MWh,0.0007,1.0
ENV-0003882,2022,7,July,Q3,2022-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Renewable Energy,Scope 2,287.608,MWh,0.0029,1.0
ENV-0003883,2022,7,July,Q3,2022-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Renewable Energy,Scope 2,606.851,MWh,0.0061,1.0
ENV-0003884,2022,7,July,Q3,2022-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Renewable Energy,Scope 2,448.987,MWh,0.0045,1.0
ENV-0003885,2022,7,July,Q3,2022-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Water,N/A,5942.62,m3,0.0,1.0
ENV-0003886,2022,7,July,Q3,2022-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Water,N/A,3368.569,m3,0.0,1.0
ENV-0003887,2022,7,July,Q3,2022-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Water,N/A,1848.351,m3,0.0,1.0
ENV-0003888,2022,7,July,Q3,2022-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Water,N/A,3382.653,m3,0.0,1.0
ENV-0003889,2022,7,July,Q3,2022-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Water,N/A,3943.84,m3,0.0,1.0
ENV-0003890,2022,7,July,Q3,2022-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Water,N/A,3986.901,m3,0.0,1.0
ENV-0003891,2022,7,July,Q3,2022-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Water,N/A,6921.887,m3,0.0,1.0
ENV-0003892,2022,7,July,Q3,2022-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Water,N/A,1429.046,m3,0.0,1.0
ENV-0003893,2022,7,July,Q3,2022-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Waste,N/A,48.577,tonnes,0.0,1.0
ENV-0003894,2022,7,July,Q3,2022-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Waste,N/A,8.612,tonnes,0.0,1.0
ENV-0003895,2022,7,July,Q3,2022-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Waste,N/A,51.308,tonnes,0.0,1.0
ENV-0003896,2022,7,July,Q3,2022-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Waste,N/A,80.435,tonnes,0.0,1.0
ENV-0003897,2022,7,July,Q3,2022-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Waste,N/A,6.089,tonnes,0.0,1.0
ENV-0003898,2022,7,July,Q3,2022-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Waste,N/A,59.957,tonnes,0.0,1.0
ENV-0003899,2022,7,July,Q3,2022-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Waste,N/A,40.177,tonnes,0.0,1.0
ENV-0003900,2022,7,July,Q3,2022-07,FAC-001,Chicago Main Plant,USA,North America,Large,1200,Waste,N/A,,tonnes,0.0,1.0
ENV-0003901,2022,7,July,Q3,2022-07,FAC-002,Detroit Assembly,USA,North America,Large,950,Natural Gas,Scope 1,376.147,GJ,0.7598,1.0
ENV-0003902,2022,7,July,Q3,2022-07,FAC-002,Detroit Assembly,USA,North America,Large,950,Natural Gas,Scope 1,,GJ,0.2509,1.0
ENV-0003903,2022,7,July,Q3,2022-07,FAC-002,Detroit Assembly,USA,North America,Large,950,Natural Gas,Scope 1,441.414,GJ,0.8917,1.0
ENV-0003904,2022,7,July,Q3,2022-07,FAC-002,Detroit Assembly,USA,North America,Large,950,Natural Gas,Scope 1,663.001,GJ,1.3393,1.0
ENV-0003905,2022,7,July,Q3,2022-07,FAC-002,Detroit Assembly,USA,North America,Large,950,Natural Gas,Scope 1,590.203,GJ,1.1922,1.0
ENV-0003906,2022,7,July,Q3,2022-07,FAC-002,Detroit Assembly,USA,North America,Large,950,Natural Gas,Scope 1,473.668,GJ,0.9568,1.0
ENV-0003907,2022,7,July,Q3,2022-07,FAC-002,Detroit Assembly,USA,North America,Large,950,Natural Gas,Scope 1,501.724,GJ,1.0135,1.0
ENV-0003908,2022,7,July,Q3,2022-07,FAC-002,Detroit Assembly,USA,North America,Large,950,Diesel,Scope 1,761.3,litres,2.0403,1.0
ENV-0003909,2022,7,July,Q3,2022-07,FAC-002,Detroit Assembly,USA,North America,Large,950,Diesel,Scope 1,2311.739,litres,6.1955,1.0
ENV-0003910,2022,7,July,Q3,2022-07,FAC-002,Detroit Assembly,USA,North America,Large,950,Diesel,Scope 1,941.109,litres,2.5222,1.0
ENV-0003911,2022,7,July,Q3,2022-07,FAC-002,Detroit Assembly,USA,North America,Large,950,Diesel,Scope 1,2131.142,litres,5.7115,1.0
ENV-0003912,2022,7,July,Q3,2022-07,FAC-002,Detroit Assembly,USA,North America,Large,950,Diesel,Scope 1,1350.843,litres,3.6203,1.0
ENV-0003913,2022,7,July,Q3,2022-07,FAC-002,Detroit Assembly,USA,North America,Large,950,Diesel,Scope 1,3074.98,litres,8.2409,1.0
ENV-0003914,2022,7,July,Q3,2022-07,FAC-002,Detroit Assembly,USA,North America,Large,950,Diesel,Scope 1,2676.114,litres,7.172,1.0
ENV-0003915,2022,7,July,Q3,2022-07,FAC-002,Detroit Assembly,USA,North America,Large,950,Diesel,Scope 1,1307.578,litres,3.5043,1.0
ENV-0003916,2022,7,July,Q3,2022-07,FAC-002,Detroit Assembly,USA,North America,Large,950,Diesel,Scope 1,2886.281,litres,7.7352,1.0
ENV-0003917,2022,7,July,Q3,2022-07,FAC-002,Detroit Assembly,USA,North America,Large,950,Grid Electricity,Scope 2,1522.42,MWh,0.6851,1.0
ENV-0003918,2022,7,July,Q3,2022-07,FAC-002,Detroit Assembly,USA,North America,Large,950,Grid Electricity,Scope 2,370.568,MWh,0.1668,1.0
ENV-0003919,2022,7,July,Q3,2022-07,FAC-002,Detroit Assembly,USA,North America,Large,950,Grid Electricity,Scope 2,599.671,MWh,0.2699,1.0
ENV-0003920,2022,7,July,Q3,2022-07,FAC-002,Detroit Assembly,USA,North America,Large,950,Grid Electricity,Scope 2,1505.272,MWh,0.6774,1.0
ENV-0003921,2022,7,July,Q3,2022-07,FAC-002,Detroit Assembly,USA,North America,Large,950,Grid Electricity,Scope 2,687.283,MWh,0.3093,1.0
ENV-0003922,2022,7,July,Q3,2022-07,FAC-002,Detroit Assembly,USA,North America,Large,950,Grid Electricity,Scope 2,1236.357,MWh,0.5564,1.0
ENV-0003923,2022,7,July,Q3,2022-07,FAC-002,Detroit Assembly,USA,North America,Large,950,Grid Electricity,Scope 2,1104.374,MWh,0.497,1.0
ENV-0003924,2022,7,July,Q3,2022-07,FAC-002,Detroit Assembly,USA,North America,Large,950,Grid Electricity,Scope 2,1130.786,MWh,0.5089,1.0
ENV-0003925,2022,7,July,Q3,2022-07,FAC-002,Detroit Assembly,USA,North America,Large,950,Grid Electricity,Scope 2,971.718,MWh,0.4373,1.0
ENV-0003926,2022,7,July,Q3,2022-07,FAC-002,Detroit Assembly,USA,North America,Large,950,Grid Electricity,Scope 2,484.779,MWh,0.2182,1.0
ENV-0003927,2022,7,July,Q3,2022-07,FAC-002,Detroit Assembly,USA,North America,Large,950,Grid Electricity,Scope 2,327.601,MWh,0.1474,1.0
