record_id,year,audit_number,supplier_id,supplier_name,category,country,annual_spend_usd,risk_profile,is_critical,audit_score,labor_compliance_pct,env_compliance_pct,safety_compliance_pct,non_conformances,audit_result,corrective_action
SUP-000174,2022,1,SUP-0092,"Smith, Montoya and Evans",Packaging,USA,1665288.45,Medium Risk,False,68.63,69.09,64.38,65.51,4,Conditional Approval,True
SUP-000175,2022,1,SUP-0093,"Garcia, Humphrey and Baker",Components,China,4529434.11,Low Risk,True,93.2,85.34,89.93,82.97,2,Approved,True
SUP-000176,2022,2,SUP-0093,"Garcia, Humphrey and Baker",Components,China,4529434.11,Low Risk,True,89.02,84.6,80.42,82.73,0,Approved,False
SUP-000177,2022,1,SUP-0094,Newton and Sons,Packaging,China,3970835.46,Low Risk,False,75.81,82.01,74.57,75.35,3,Conditional Approval,True
SUP-000178,2022,1,SUP-0095,Campbell-Clark,Energy,Germany,570497.8,Medium Risk,False,64.71,71.68,69.29,66.34,4,Requires Improvement,True
SUP-000179,2022,2,SUP-0095,Campbell-Clark,Energy,Germany,570497.8,Medium Risk,False,66.04,61.55,67.51,63.28,1,Conditional Approval,True
SUP-000180,2022,1,SUP-0096,Harris-Walters,Professional Services,Germany,454362.0,High Risk,False,54.45,46.96,55.28,53.19,7,Requires Improvement,True
SUP-000181,2022,2,SUP-0096,Harris-Walters,Professional Services,Germany,454362.0,High Risk,False,62.6,66.23,55.91,62.57,2,Requires Improvement,True
SUP-000182,2022,1,SUP-0097,Wagner-King,Components,South Korea,1413737.63,Medium Risk,False,76.43,72.45,72.66,68.07,1,Conditional Approval,True
SUP-000183,2022,1,SUP-0098,Davis Group,Packaging,Taiwan,1281446.46,Medium Risk,True,59.37,58.88,54.84,51.8,7,Requires Improvement,True
SUP-000184,2022,2,SUP-0098,Davis Group,Packaging,Taiwan,1281446.46,Medium Risk,True,72.78,74.2,74.21,70.8,2,Conditional Approval,True
SUP-000185,2022,3,SUP-0098,Davis Group,Packaging,Taiwan,1281446.46,Medium Risk,True,70.31,74.4,63.61,73.4,2,Conditional Approval,True
SUP-000186,2022,4,SUP-0098,Davis Group,Packaging,Taiwan,1281446.46,Medium Risk,True,74.02,75.34,71.4,71.95,1,Conditional Approval,True
SUP-000187,2022,1,SUP-0099,Williams-Cook,Facilities Management,Brazil,3573436.36,High Risk,True,38.79,37.67,36.22,37.24,3,Failed,True
SUP-000188,2022,2,SUP-0099,Williams-Cook,Facilities Management,Brazil,3573436.36,High Risk,True,59.09,61.47,56.52,56.5,4,Requires Improvement,True
SUP-000189,2022,1,SUP-0100,Walsh LLC,IT Services,Mexico,2983311.06,Low Risk,False,78.0,75.41,62.19,78.67,2,Conditional Approval,True
SUP-000190,2022,2,SUP-0100,Walsh LLC,IT Services,Mexico,2983311.06,Low Risk,False,77.96,79.46,74.27,71.97,1,Conditional Approval,True
SUP-000191,2022,1,SUP-0101,Figueroa PLC,Energy,China,3661347.34,Medium Risk,True,72.17,62.96,71.04,73.2,3,Conditional Approval,True
SUP-000192,2022,2,SUP-0101,Figueroa PLC,Energy,China,3661347.34,Medium Risk,True,53.01,50.18,44.41,53.8,6,Requires Improvement,True
SUP-000193,2022,1,SUP-0102,"Patterson, Smith and Jones",Components,Germany,3296206.1,High Risk,True,37.2,36.96,34.36,36.98,3,Failed,True
SUP-000194,2022,2,SUP-0102,"Patterson, Smith and Jones",Components,Germany,3296206.1,High Risk,True,46.66,44.38,46.42,44.93,4,Failed,True
SUP-000195,2022,3,SUP-0102,"Patterson, Smith and Jones",Components,Germany,3296206.1,High Risk,True,35.94,33.41,34.74,34.19,4,Failed,True
SUP-000196,2022,1,SUP-0103,"Mckee, Gardner and Davenport",Professional Services,Other,3910618.11,High Risk,False,52.54,54.94,52.31,48.16,5,Requires Improvement,True
SUP-000197,2022,2,SUP-0103,"Mckee, Gardner and Davenport",Professional Services,Other,3910618.11,High Risk,False,47.79,46.46,47.2,50.16,8,Failed,True
SUP-000198,2022,1,SUP-0104,"Tran, Jordan and Williams",Professional Services,China,2103261.52,High Risk,False,65.16,59.18,64.47,65.51,4,Conditional Approval,True
SUP-000199,2022,1,SUP-0105,Nolan-Flynn,IT Services,Vietnam,3427031.74,Low Risk,True,88.27,90.5,93.06,81.06,2,Approved,True
SUP-000200,2022,2,SUP-0105,Nolan-Flynn,IT Services,Vietnam,3427031.74,Low Risk,True,78.63,78.31,71.92,81.82,2,Conditional Approval,True
SUP-000201,2022,3,SUP-0105,Nolan-Flynn,IT Services,Vietnam,3427031.74,Low Risk,True,84.15,85.88,82.53,82.17,2,Conditional Approval,True
SUP-000202,2022,4,SUP-0105,Nolan-Flynn,IT Services,Vietnam,3427031.74,Low Risk,True,77.93,71.71,75.28,70.75,4,Conditional Approval,True
SUP-000203,2022,1,SUP-0106,Nolan and Sons,Facilities Management,Brazil,2402859.62,Low Risk,False,84.23,78.08,88.09,76.29,2,Conditional Approval,True
SUP-000204,2022,1,SUP-0107,"Wright, Garcia and Deleon",Packaging,Taiwan,1570852.73,Low Risk,False,72.31,66.01,64.67,71.97,1,Conditional Approval,True
SUP-000205,2022,1,SUP-0108,Dickson-Brady,Facilities Management,South Korea,3480469.93,Low Risk,True,76.38,77.76,80.03,70.5,2,Conditional Approval,True
SUP-000206,2022,2,SUP-0108,Dickson-Brady,Facilities Management,South Korea,3480469.93,Low Risk,True,78.82,71.86,65.78,71.42,1,Conditional Approval,True
SUP-000207,2022,3,SUP-0108,Dickson-Brady,Facilities Management,South Korea,3480469.93,Low Risk,True,83.51,79.42,77.43,85.66,1,Conditional Approval,True
SUP-000208,2022,1,SUP-0109,Hancock and Sons,Logistics,Germany,3491103.38,Medium Risk,False,63.54,64.26,55.27,61.1,1,Requires Improvement,True
SUP-000209,2022,2,SUP-0109,Hancock and Sons,Logistics,Germany,3491103.38,Medium Risk,False,,64.27,59.17,58.9,1,Requires Improvement,True
SUP-000210,2022,1,SUP-0110,Johnson-Doyle,Components,Vietnam,4368294.73,Medium Risk,False,70.57,67.94,72.71,64.05,1,Conditional Approval,True
SUP-000211,2022,1,SUP-0111,Patton-Jenkins,Energy,China,1586604.47,High Risk,True,55.25,52.67,52.72,51.81,7,Requires Improvement,True
SUP-000212,2022,2,SUP-0111,Patton-Jenkins,Energy,China,1586604.47,High Risk,True,56.46,53.4,55.47,52.45,6,Requires Improvement,True
SUP-000213,2022,1,SUP-0112,"Shields, Cochran and Adams",Raw Materials,Vietnam,2907025.79,High Risk,True,32.33,38.36,36.29,27.64,3,Failed,True
SUP-000214,2022,2,SUP-0112,"Shields, Cochran and Adams",Raw Materials,Vietnam,2907025.79,High Risk,True,40.76,36.3,33.55,37.55,6,Failed,True
SUP-000215,2022,1,SUP-0113,"Rodriguez, Brennan and Garrison",Facilities Management,China,4370536.44,Medium Risk,False,62.81,61.7,60.86,54.95,4,Requires Improvement,True
SUP-000216,2022,2,SUP-0113,"Rodriguez, Brennan and Garrison",Facilities Management,China,4370536.44,Medium Risk,False,74.69,73.93,72.54,76.45,1,Conditional Approval,True
SUP-000217,2022,1,SUP-0114,Gonzalez Group,Packaging,India,1383911.59,Low Risk,True,80.38,71.75,73.13,80.6,1,Conditional Approval,True
SUP-000218,2022,2,SUP-0114,Gonzalez Group,Packaging,India,1383911.59,Low Risk,True,93.79,89.32,95.81,95.79,0,Approved,False
SUP-000219,2022,1,SUP-0115,Torres-Pope,IT Services,Germany,3575579.47,Medium Risk,False,69.58,67.18,72.94,73.44,2,Conditional Approval,True
SUP-000220,2022,2,SUP-0115,Torres-Pope,IT Services,Germany,3575579.47,Medium Risk,False,67.74,61.53,67.68,62.14,1,Conditional Approval,True
SUP-000221,2022,1,SUP-0116,Walker Ltd,Professional Services,India,70687.97,High Risk,False,49.07,46.06,47.75,43.05,5,Failed,True
SUP-000222,2022,1,SUP-0117,Ross LLC,IT Services,Germany,4777547.53,Medium Risk,False,73.22,71.04,61.98,66.92,3,Conditional Approval,True
SUP-000223,2022,2,SUP-0117,Ross LLC,IT Services,Germany,4777547.53,Medium Risk,False,78.51,76.86,78.99,75.02,2,Conditional Approval,True
SUP-000224,2022,1,SUP-0118,Rasmussen LLC,Logistics,China,4680399.47,Medium Risk,False,61.21,61.23,51.0,53.2,2,Requires Improvement,True
SUP-000225,2022,2,SUP-0118,Rasmussen LLC,Logistics,China,4680399.47,Medium Risk,False,77.38,76.2,71.04,76.27,2,Conditional Approval,True
SUP-000226,2022,1,SUP-0119,May-Ross,Raw Materials,USA,1478267.19,Low Risk,False,71.03,67.29,69.83,70.08,4,Conditional Approval,True
SUP-000227,2022,2,SUP-0119,May-Ross,Raw Materials,USA,1478267.19,Low Risk,False,83.75,78.22,73.28,75.24,2,Conditional Approval,True
SUP-000228,2022,1,SUP-0120,"Rivera, Johnson and Wiley",Packaging,USA,2019205.17,Low Risk,False,,72.95,78.25,69.2,1,Conditional Approval,True
SUP-000229,2022,2,SUP-0120,"Rivera, Johnson and Wiley",Packaging,USA,2019205.17,Low Risk,False,87.59,84.76,81.14,79.29,2,Approved,True
SUP-000230,2022,1,SUP-0121,White-Estes,Professional Services,Vietnam,4675166.38,Medium Risk,True,51.98,52.25,50.22,56.26,7,Requires Improvement,True
SUP-000231,2022,2,SUP-0121,White-Estes,Professional Services,Vietnam,4675166.38,Medium Risk,True,84.2,83.3,72.74,86.64,1,Conditional Approval,True
SUP-000232,2022,3,SUP-0121,White-Estes,Professional Services,Vietnam,4675166.38,Medium Risk,True,58.46,61.83,47.99,54.27,4,Requires Improvement,True
SUP-000233,2022,4,SUP-0121,White-Estes,Professional Services,Vietnam,4675166.38,Medium Risk,True,66.23,60.51,58.89,61.39,2,Conditional Approval,True
SUP-000234,2022,1,SUP-0122,Johnson-Carlson,IT Services,China,376230.16,Medium Risk,False,59.99,52.98,52.24,59.45,5,Requires Improvement,True
SUP-000235,2022,1,SUP-0123,Chandler-Edwards,Facilities Management,China,920478.9,Medium Risk,False,57.36,54.14,49.75,58.91,4,Requires Improvement,True
SUP-000236,2022,1,SUP-0124,"Joyce, Wilson and Lam",Facilities Management,Germany,4263466.78,Medium Risk,False,72.42,72.2,71.82,78.06,1,Conditional Approval,True
SUP-000237,2022,2,SUP-0124,"Joyce, Wilson and Lam",Facilities Management,Germany,4263466.78,Medium Risk,False,57.49,52.71,63.92,60.88,5,Requires Improvement,True
SUP-000238,2022,1,SUP-0125,Scott Ltd,Energy,India,1068429.67,Medium Risk,False,57.82,50.76,48.99,61.02,3,Requires Improvement,True
SUP-000239,2022,1,SUP-0126,Smith-Frost,Energy,India,1472124.38,Medium Risk,False,63.04,65.11,56.39,60.66,3,Requires Improvement,True
SUP-000240,2022,2,SUP-0126,Smith-Frost,Energy,India,1472124.38,Medium Risk,False,62.84,64.28,57.6,62.02,2,Requires Improvement,True
SUP-000241,2022,1,SUP-0127,"Mcdaniel, Bentley and Mclaughlin",Components,Mexico,4584648.55,Low Risk,False,80.94,85.48,85.62,76.81,0,Conditional Approval,False
SUP-000242,2022,2,SUP-0127,"Mcdaniel, Bentley and Mclaughlin",Components,Mexico,4584648.55,Low Risk,False,77.22,70.91,80.15,73.85,3,Conditional Approval,True
SUP-000243,2022,1,SUP-0128,Diaz Inc,Energy,China,380211.42,Medium Risk,True,72.19,73.8,63.98,75.38,2,Conditional Approval,True
SUP-000244,2022,2,SUP-0128,Diaz Inc,Energy,China,380211.42,Medium Risk,True,83.37,77.79,88.53,84.08,2,Conditional Approval,True
SUP-000245,2022,1,SUP-0129,"Mccall, Hanson and Alvarado",Professional Services,China,233001.77,Low Risk,True,81.37,83.8,78.94,81.03,2,Conditional Approval,True
SUP-000246,2022,2,SUP-0129,"Mccall, Hanson and Alvarado",Professional Services,China,233001.77,Low Risk,True,79.22,70.82,74.86,69.99,4,Conditional Approval,True
SUP-000247,2022,3,SUP-0129,"Mccall, Hanson and Alvarado",Professional Services,China,233001.77,Low Risk,True,86.95,76.49,90.46,88.71,0,Approved,False
SUP-000248,2022,1,SUP-0130,Cortez LLC,Energy,USA,174474.58,Low Risk,True,88.64,89.0,75.47,79.21,2,Approved,True
SUP-000249,2022,2,SUP-0130,Cortez LLC,Energy,USA,174474.58,Low Risk,True,74.43,77.38,70.59,72.41,1,Conditional Approval,True
SUP-000250,2022,3,SUP-0130,Cortez LLC,Energy,USA,174474.58,Low Risk,True,90.04,82.98,77.34,86.61,2,Approved,True
SUP-000251,2022,1,SUP-0131,"Parker, Ortiz and Powell",Logistics,USA,3862465.81,Low Risk,True,84.62,78.87,77.79,79.05,2,Conditional Approval,True
SUP-000252,2022,2,SUP-0131,"Parker, Ortiz and Powell",Logistics,USA,3862465.81,Low Risk,True,85.52,88.91,67.22,84.5,0,Approved,False
SUP-000253,2022,3,SUP-0131,"Parker, Ortiz and Powell",Logistics,USA,3862465.81,Low Risk,True,93.79,88.03,95.67,94.03,1,Approved,True
SUP-000254,2022,1,SUP-0132,Spencer-Lee,Raw Materials,Mexico,123870.4,High Risk,False,43.99,39.33,40.61,35.06,3,Failed,True
SUP-000255,2022,1,SUP-0133,"Bentley, Byrd and Orr",Professional Services,China,1972814.62,Low Risk,False,78.97,83.31,74.79,82.99,2,Conditional Approval,True
SUP-000256,2022,2,SUP-0133,"Bentley, Byrd and Orr",Professional Services,China,1972814.62,Low Risk,False,74.89,69.41,67.38,69.34,2,Conditional Approval,True
SUP-000257,2022,1,SUP-0134,"Carroll, Sullivan and Bass",Packaging,South Korea,873463.75,High Risk,True,52.0,56.13,56.3,55.09,5,Requires Improvement,True
SUP-000258,2022,2,SUP-0134,"Carroll, Sullivan and Bass",Packaging,South Korea,873463.75,High Risk,True,32.85,33.03,33.21,32.07,4,Failed,True
SUP-000259,2022,1,SUP-0135,Mitchell-Jordan,Packaging,USA,4601835.38,High Risk,True,30.99,30.57,29.76,30.03,3,Failed,True
SUP-000260,2022,2,SUP-0135,Mitchell-Jordan,Packaging,USA,4601835.38,High Risk,True,,37.63,44.15,38.4,7,Failed,True
SUP-000261,2022,3,SUP-0135,Mitchell-Jordan,Packaging,USA,4601835.38,High Risk,True,49.12,50.56,47.43,52.16,5,Failed,True
SUP-000262,2022,1,SUP-0136,"Lawson, Morris and Ramos",Packaging,China,2887709.8,Medium Risk,True,69.16,65.86,61.83,63.53,2,Conditional Approval,True
SUP-000263,2022,2,SUP-0136,"Lawson, Morris and Ramos",Packaging,China,2887709.8,Medium Risk,True,61.41,63.34,51.58,60.64,3,Requires Improvement,True
SUP-000264,2022,3,SUP-0136,"Lawson, Morris and Ramos",Packaging,China,2887709.8,Medium Risk,True,69.47,64.08,60.88,63.96,1,Conditional Approval,True
SUP-000265,2022,1,SUP-0137,"Lewis, Kennedy and Santana",Components,China,3128458.17,Medium Risk,False,61.82,56.88,55.35,63.93,1,Requires Improvement,True
SUP-000266,2022,1,SUP-0138,"Jackson, Miller and Robertson",Logistics,USA,2834536.09,Medium Risk,True,74.56,73.98,68.38,69.05,2,Conditional Approval,True
SUP-000267,2022,2,SUP-0138,"Jackson, Miller and Robertson",Logistics,USA,2834536.09,Medium Risk,True,67.3,70.08,70.68,65.89,2,Conditional Approval,True
SUP-000268,2022,3,SUP-0138,"Jackson, Miller and Robertson",Logistics,USA,2834536.09,Medium Risk,True,70.02,70.47,64.52,73.21,2,Conditional Approval,True
SUP-000269,2022,4,SUP-0138,"Jackson, Miller and Robertson",Logistics,USA,2834536.09,Medium Risk,True,61.6,57.44,59.26,53.02,3,Requires Improvement,True
SUP-000270,2022,1,SUP-0139,"Harvey, Davis and Crane",Raw Materials,Germany,4114153.21,High Risk,False,42.16,39.72,42.11,37.01,5,Failed,True
SUP-000271,2022,2,SUP-0139,"Harvey, Davis and Crane",Raw Materials,Germany,4114153.21,High Risk,False,58.5,55.54,54.89,59.9,6,Requires Improvement,True
SUP-000272,2022,1,SUP-0140,Chambers and Sons,Facilities Management,USA,3998669.54,Low Risk,True,80.09,79.55,79.77,78.6,2,Conditional Approval,True
SUP-000273,2022,2,SUP-0140,Chambers and Sons,Facilities Management,USA,3998669.54,Low Risk,True,81.17,87.19,66.42,81.68,0,Conditional Approval,False
SUP-000274,2022,3,SUP-0140,Chambers and Sons,Facilities Management,USA,3998669.54,Low Risk,True,95.97,99.88,96.18,88.28,2,Approved,True
SUP-000275,2022,4,SUP-0140,Chambers and Sons,Facilities Management,USA,3998669.54,Low Risk,True,88.67,82.48,85.09,87.9,0,Approved,False
SUP-000276,2022,1,SUP-0141,Hernandez Inc,Facilities Management,Vietnam,1867364.77,Medium Risk,False,57.98,58.87,55.25,58.02,5,Requires Improvement,True
SUP-000277,2022,2,SUP-0141,Hernandez Inc,Facilities Management,Vietnam,1867364.77,Medium Risk,False,79.77,82.8,77.26,87.08,4,Conditional Approval,True
SUP-000278,2022,1,SUP-0142,Riggs PLC,Logistics,India,1514476.91,Medium Risk,False,60.26,56.58,60.47,59.18,4,Requires Improvement,True
SUP-000279,2022,2,SUP-0142,Riggs PLC,Logistics,India,1514476.91,Medium Risk,False,77.34,73.04,68.66,71.09,3,Conditional Approval,True
SUP-000280,2022,1,SUP-0143,Gibson Ltd,Raw Materials,China,4296327.55,Low Risk,False,93.99,93.36,83.56,88.53,1,Approved,True
SUP-000281,2022,1,SUP-0144,"Lee, Horton and Snyder",Facilities Management,India,1556103.55,Medium Risk,False,64.45,63.44,56.48,56.81,4,Requires Improvement,True
SUP-000282,2022,2,SUP-0144,"Lee, Horton and Snyder",Facilities Management,India,1556103.55,Medium Risk,False,74.1,73.41,74.31,78.78,2,Conditional Approval,True
SUP-000283,2022,1,SUP-0145,Hernandez Ltd,Professional Services,Taiwan,3765244.49,Medium Risk,False,62.33,63.4,52.4,56.53,2,Requires Improvement,True
SUP-000284,2022,2,SUP-0145,Hernandez Ltd,Professional Services,Taiwan,3765244.49,Medium Risk,False,72.05,69.02,73.18,70.71,3,Conditional Approval,True
SUP-000285,2022,1,SUP-0146,Stafford Inc,Professional Services,China,4302201.37,Low Risk,False,91.04,89.31,94.56,88.94,1,Approved,True
SUP-000286,2022,2,SUP-0146,Stafford Inc,Professional Services,China,4302201.37,Low Risk,False,81.23,75.29,80.38,78.55,1,Conditional Approval,True
SUP-000287,2022,1,SUP-0147,Robinson-Brock,IT Services,China,3765656.8,High Risk,True,34.07,30.36,28.39,39.66,6,Failed,True
SUP-000288,2022,2,SUP-0147,Robinson-Brock,IT Services,China,3765656.8,High Risk,True,28.76,30.42,29.08,24.89,3,Failed,True
SUP-000289,2022,3,SUP-0147,Robinson-Brock,IT Services,China,3765656.8,High Risk,True,41.35,38.34,31.36,34.25,8,Failed,True
SUP-000290,2022,4,SUP-0147,Robinson-Brock,IT Services,China,3765656.8,High Risk,True,42.61,39.76,43.72,42.21,6,Failed,True
SUP-000291,2022,1,SUP-0148,"Holmes, Williams and Wright",Facilities Management,China,3300722.78,High Risk,False,29.48,31.33,27.53,32.36,8,Failed,True
SUP-000292,2022,1,SUP-0149,Bryant Group,Raw Materials,China,1928193.22,Low Risk,False,91.25,88.04,87.0,84.8,0,Approved,False
SUP-000293,2022,1,SUP-0150,"Schmidt, Hansen and Stewart",Raw Materials,Germany,3369810.8,Medium Risk,False,67.15,66.4,59.71,64.01,3,Conditional Approval,True
SUP-000294,2023,1,SUP-0001,"Rodriguez, Figueroa and Sanchez",Facilities Management,India,2820150.75,High Risk,False,52.23,54.06,52.93,44.14,4,Requires Improvement,True
SUP-000295,2023,1,SUP-0002,Doyle Ltd,Professional Services,China,2386195.61,Low Risk,True,90.51,81.89,86.2,91.24,0,Approved,False
SUP-000296,2023,2,SUP-0002,Doyle Ltd,Professional Services,China,2386195.61,Low Risk,True,79.65,85.94,75.92,83.96,3,Conditional Approval,True
SUP-000297,2023,3,SUP-0002,Doyle Ltd,Professional Services,China,2386195.61,Low Risk,True,93.9,89.32,88.25,88.66,0,Approved,False
SUP-000298,2023,1,SUP-0003,"Mcclain, Miller and Henderson",Professional Services,India,1309435.92,High Risk,False,53.23,49.52,50.69,52.6,8,Requires Improvement,True
SUP-000299,2023,2,SUP-0003,"Mcclain, Miller and Henderson",Professional Services,India,1309435.92,High Risk,False,63.02,57.52,52.78,66.93,3,Requires Improvement,True
SUP-000300,2023,1,SUP-0004,Davis and Sons,Raw Materials,USA,4453846.45,Medium Risk,False,77.71,77.11,71.17,84.28,2,Conditional Approval,True
SUP-000301,2023,2,SUP-0004,Davis and Sons,Raw Materials,USA,4453846.45,Medium Risk,False,70.56,72.9,56.76,62.29,4,Conditional Approval,True
SUP-000302,2023,1,SUP-0005,"Guzman, Hoffman and Baldwin",Logistics,South Korea,4612837.62,Medium Risk,True,60.74,53.83,56.72,51.6,4,Requires Improvement,True
SUP-000303,2023,2,SUP-0005,"Guzman, Hoffman and Baldwin",Logistics,South Korea,4612837.62,Medium Risk,True,83.8,76.24,90.23,80.63,2,Conditional Approval,True
SUP-000304,2023,1,SUP-0006,"Gardner, Robinson and Lawrence",IT Services,China,1116465.58,Medium Risk,False,60.56,63.99,53.36,51.59,3,Requires Improvement,True
SUP-000305,2023,1,SUP-0007,Blake and Sons,Components,China,592914.11,Medium Risk,True,72.54,73.01,60.53,73.26,1,Conditional Approval,True
SUP-000306,2023,2,SUP-0007,Blake and Sons,Components,China,592914.11,Medium Risk,True,64.12,63.07,64.14,62.83,4,Requires Improvement,True
SUP-000307,2023,3,SUP-0007,Blake and Sons,Components,China,592914.11,Medium Risk,True,77.4,76.05,79.57,82.72,4,Conditional Approval,True
SUP-000308,2023,1,SUP-0008,"Henderson, Ramirez and Lewis",Facilities Management,Taiwan,1247842.57,Medium Risk,True,66.87,62.75,53.66,59.62,2,Conditional Approval,True
SUP-000309,2023,2,SUP-0008,"Henderson, Ramirez and Lewis",Facilities Management,Taiwan,1247842.57,Medium Risk,True,56.46,56.63,62.16,53.76,6,Requires Improvement,True
SUP-000310,2023,1,SUP-0009,Garcia-James,IT Services,India,1252681.84,Low Risk,False,94.91,97.02,79.17,82.59,2,Approved,True
SUP-000311,2023,2,SUP-0009,Garcia-James,IT Services,India,1252681.84,Low Risk,False,95.0,90.27,80.54,92.71,0,Approved,False
SUP-000312,2023,1,SUP-0010,Abbott-Munoz,Professional Services,USA,3259829.29,Medium Risk,False,74.06,71.3,76.02,73.49,1,Conditional Approval,True
SUP-000313,2023,1,SUP-0011,Blair PLC,Components,China,1926972.96,Low Risk,True,91.33,87.67,88.15,88.74,2,Approved,True
SUP-000314,2023,2,SUP-0011,Blair PLC,Components,China,1926972.96,Low Risk,True,83.72,77.15,79.52,78.62,2,Conditional Approval,True
SUP-000315,2023,3,SUP-0011,Blair PLC,Components,China,1926972.96,Low Risk,True,86.43,78.3,84.21,78.68,0,Approved,False
SUP-000316,2023,1,SUP-0012,Dudley Group,Components,China,2075890.25,Low Risk,True,79.75,82.88,79.26,78.58,3,Conditional Approval,True
SUP-000317,2023,2,SUP-0012,Dudley Group,Components,China,2075890.25,Low Risk,True,88.01,91.05,86.77,92.3,0,Approved,False
SUP-000318,2023,1,SUP-0013,Arnold Ltd,Facilities Management,China,4043467.89,Medium Risk,False,79.1,79.41,77.18,72.57,4,Conditional Approval,True
SUP-000319,2023,2,SUP-0013,Arnold Ltd,Facilities Management,China,4043467.89,Medium Risk,False,76.06,79.99,66.39,77.3,3,Conditional Approval,True
SUP-000320,2023,1,SUP-0014,"Mcclure, Ward and Lee",Packaging,Vietnam,2728496.22,Low Risk,True,87.13,90.64,81.74,83.06,0,Approved,False
SUP-000321,2023,2,SUP-0014,"Mcclure, Ward and Lee",Packaging,Vietnam,2728496.22,Low Risk,True,85.94,80.2,75.76,78.17,1,Approved,True
SUP-000322,2023,3,SUP-0014,"Mcclure, Ward and Lee",Packaging,Vietnam,2728496.22,Low Risk,True,77.75,79.4,77.33,75.61,3,Conditional Approval,True
SUP-000323,2023,4,SUP-0014,"Mcclure, Ward and Lee",Packaging,Vietnam,2728496.22,Low Risk,True,86.98,85.49,78.68,81.09,2,Approved,True
SUP-000324,2023,1,SUP-0015,Williams and Sons,Raw Materials,India,4138475.4,High Risk,False,48.26,45.4,44.9,46.62,4,Failed,True
SUP-000325,2023,1,SUP-0016,Galloway-Wyatt,Professional Services,USA,556217.87,Medium Risk,False,72.21,61.09,61.17,73.65,3,Conditional Approval,True
SUP-000326,2023,2,SUP-0016,Galloway-Wyatt,Professional Services,USA,556217.87,Medium Risk,False,70.81,66.86,66.16,62.0,4,Conditional Approval,True
SUP-000327,2023,1,SUP-0017,James Group,Raw Materials,China,2122124.28,Low Risk,False,,70.86,69.65,71.37,1,Conditional Approval,True
SUP-000328,2023,2,SUP-0017,James Group,Raw Materials,China,2122124.28,Low Risk,False,,81.56,85.02,91.87,0,Approved,False
SUP-000329,2023,1,SUP-0018,"Flowers, Martin and Kelly",Professional Services,India,4689048.93,High Risk,False,42.06,43.76,46.39,43.37,6,Failed,True
SUP-000330,2023,2,SUP-0018,"Flowers, Martin and Kelly",Professional Services,India,4689048.93,High Risk,False,36.05,34.72,36.41,35.8,8,Failed,True
SUP-000331,2023,1,SUP-0019,"Adams, Zuniga and Wong",Facilities Management,Taiwan,273255.23,Medium Risk,False,76.6,76.17,76.57,75.47,1,Conditional Approval,True
SUP-000332,2023,2,SUP-0019,"Adams, Zuniga and Wong",Facilities Management,Taiwan,273255.23,Medium Risk,False,,72.91,56.35,67.12,1,Conditional Approval,True
SUP-000333,2023,1,SUP-0020,"Reid, Ferguson and Sanchez",Components,Mexico,4942828.13,Low Risk,False,99.32,88.55,94.85,100.0,1,Approved,True
SUP-000334,2023,2,SUP-0020,"Reid, Ferguson and Sanchez",Components,Mexico,4942828.13,Low Risk,False,93.87,88.98,82.53,98.64,0,Approved,False
SUP-000335,2023,1,SUP-0021,Gray-Mayo,Raw Materials,Vietnam,3358554.15,Low Risk,True,,79.89,79.03,80.25,1,Conditional Approval,True
SUP-000336,2023,2,SUP-0021,Gray-Mayo,Raw Materials,Vietnam,3358554.15,Low Risk,True,81.35,81.99,76.03,80.62,0,Conditional Approval,False
SUP-000337,2023,3,SUP-0021,Gray-Mayo,Raw Materials,Vietnam,3358554.15,Low Risk,True,94.1,96.96,84.81,88.01,2,Approved,True
SUP-000338,2023,4,SUP-0021,Gray-Mayo,Raw Materials,Vietnam,3358554.15,Low Risk,True,96.88,90.21,96.09,93.49,2,Approved,True
SUP-000339,2023,1,SUP-0022,"Watts, Robinson and Nguyen",Professional Services,China,4321179.71,High Risk,True,60.46,62.51,47.79,63.14,1,Requires Improvement,True
SUP-000340,2023,2,SUP-0022,"Watts, Robinson and Nguyen",Professional Services,China,4321179.71,High Risk,True,39.6,41.47,33.4,38.6,5,Failed,True
SUP-000341,2023,1,SUP-0023,Perez Inc,Packaging,USA,852904.65,Medium Risk,False,70.17,65.44,64.22,72.46,2,Conditional Approval,True
SUP-000342,2023,1,SUP-0024,Morales-Jones,Components,India,3700060.91,Medium Risk,False,88.26,87.11,77.09,79.31,0,Approved,False
SUP-000343,2023,2,SUP-0024,Morales-Jones,Components,India,3700060.91,Medium Risk,False,70.18,65.79,72.04,65.74,2,Conditional Approval,True
SUP-000344,2023,1,SUP-0025,"Walter, Edwards and Rios",Energy,South Korea,4647997.19,Low Risk,False,83.38,78.98,82.5,83.01,0,Conditional Approval,False
SUP-000345,2023,1,SUP-0026,Wilkerson-Day,IT Services,China,2091162.22,Medium Risk,True,61.51,64.65,69.63,60.65,1,Requires Improvement,True
SUP-000346,2023,2,SUP-0026,Wilkerson-Day,IT Services,China,2091162.22,Medium Risk,True,88.0,82.62,84.01,77.29,0,Approved,False
SUP-000347,2023,1,SUP-0027,Baker and Sons,Energy,India,3180701.41,High Risk,False,66.53,69.63,67.09,59.48,1,Conditional Approval,True
