record_id,year,month,month_name,quarter,fiscal_period,facility_id,facility_name,country,region,policy_area,board_independence_pct,policy_compliance_pct,total_audit_findings,resolved_findings,open_findings,avg_resolution_days,whistleblower_per_1k,data_breach_incidents,regulatory_fines_usd,compliance_training_pct,board_status,compliance_status,resolution_status,fine_flag
GOV-0000594,2022,5,May,Q2,2022-05-01,FAC-012,Sao Paulo Operations,Brazil,Latin America,Health & Safety,46.07,81.67,3,2,1,43.9,3.35,0,0.0,77.35,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0000595,2022,5,May,Q2,2022-05-01,FAC-012,Sao Paulo Operations,Brazil,Latin America,Human Rights,45.44,81.81,0,0,0,48.1,3.45,0,0.0,78.58,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000596,2022,5,May,Q2,2022-05-01,FAC-012,Sao Paulo Operations,Brazil,Latin America,Whistleblower,45.93,82.87,3,2,1,43.8,3.22,0,0.0,78.53,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0000597,2022,5,May,Q2,2022-05-01,FAC-012,Sao Paulo Operations,Brazil,Latin America,Code of Conduct,43.35,83.99,5,4,1,53.1,3.28,0,0.0,74.73,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000598,2022,5,May,Q2,2022-05-01,FAC-012,Sao Paulo Operations,Brazil,Latin America,Conflict of Interest,44.67,80.47,2,1,1,45.0,3.44,0,0.0,76.64,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0000599,2022,5,May,Q2,2022-05-01,FAC-012,Sao Paulo Operations,Brazil,Latin America,Supplier Standards,46.5,82.88,1,0,1,51.1,3.57,0,0.0,77.93,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000600,2022,5,May,Q2,2022-05-01,FAC-012,Sao Paulo Operations,Brazil,Latin America,Information Security,43.2,83.22,4,3,1,49.0,3.81,0,0.0,73.4,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000601,2022,6,June,Q2,2022-06-01,FAC-001,Chicago Main Plant,USA,North America,Anti-Corruption,48.78,80.87,0,0,0,41.0,3.37,0,0.0,76.11,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0000602,2022,6,June,Q2,2022-06-01,FAC-001,Chicago Main Plant,USA,North America,Data Privacy,47.67,79.42,3,2,1,48.6,3.33,0,0.0,75.97,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000603,2022,6,June,Q2,2022-06-01,FAC-001,Chicago Main Plant,USA,North America,Environmental,47.19,82.5,5,3,2,44.5,3.32,0,0.0,76.19,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0000604,2022,6,June,Q2,2022-06-01,FAC-001,Chicago Main Plant,USA,North America,Health & Safety,46.33,81.78,1,0,1,51.5,3.05,0,0.0,76.13,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000605,2022,6,June,Q2,2022-06-01,FAC-001,Chicago Main Plant,USA,North America,Human Rights,45.14,82.2,2,1,1,49.3,3.19,0,0.0,73.65,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000606,2022,6,June,Q2,2022-06-01,FAC-001,Chicago Main Plant,USA,North America,Whistleblower,45.88,81.63,2,1,1,52.8,3.47,0,0.0,76.31,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000607,2022,6,June,Q2,2022-06-01,FAC-001,Chicago Main Plant,USA,North America,Code of Conduct,47.17,83.34,1,0,1,46.7,3.71,0,0.0,77.02,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000608,2022,6,June,Q2,2022-06-01,FAC-001,Chicago Main Plant,USA,North America,Conflict of Interest,45.85,83.61,4,2,2,53.6,3.4,0,0.0,73.87,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000609,2022,6,June,Q2,2022-06-01,FAC-001,Chicago Main Plant,USA,North America,Supplier Standards,47.17,82.47,4,3,1,47.7,3.45,0,0.0,74.42,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000610,2022,6,June,Q2,2022-06-01,FAC-001,Chicago Main Plant,USA,North America,Information Security,45.84,81.88,5,4,1,42.6,3.37,0,0.0,77.85,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0000611,2022,6,June,Q2,2022-06-01,FAC-002,Detroit Assembly,USA,North America,Anti-Corruption,43.14,83.98,5,4,1,48.0,3.28,0,0.0,75.99,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000612,2022,6,June,Q2,2022-06-01,FAC-002,Detroit Assembly,USA,North America,Data Privacy,48.48,80.67,3,2,1,47.1,3.41,0,0.0,76.06,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000613,2022,6,June,Q2,2022-06-01,FAC-002,Detroit Assembly,USA,North America,Environmental,45.01,82.43,4,2,2,45.1,3.44,0,0.0,76.18,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000614,2022,6,June,Q2,2022-06-01,FAC-002,Detroit Assembly,USA,North America,Health & Safety,46.02,83.32,3,2,1,44.7,2.91,0,0.0,75.9,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0000615,2022,6,June,Q2,2022-06-01,FAC-002,Detroit Assembly,USA,North America,Human Rights,48.97,82.51,3,2,1,48.5,3.37,0,0.0,75.47,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000616,2022,6,June,Q2,2022-06-01,FAC-002,Detroit Assembly,USA,North America,Whistleblower,48.65,81.67,0,0,0,49.5,3.72,0,0.0,75.24,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000617,2022,6,June,Q2,2022-06-01,FAC-002,Detroit Assembly,USA,North America,Code of Conduct,46.3,79.63,1,0,1,50.8,3.65,0,0.0,73.98,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000618,2022,6,June,Q2,2022-06-01,FAC-002,Detroit Assembly,USA,North America,Conflict of Interest,47.11,80.94,5,4,1,45.2,3.08,0,0.0,73.93,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000619,2022,6,June,Q2,2022-06-01,FAC-002,Detroit Assembly,USA,North America,Supplier Standards,46.41,82.39,2,1,1,42.1,3.39,0,0.0,72.0,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0000620,2022,6,June,Q2,2022-06-01,FAC-002,Detroit Assembly,USA,North America,Information Security,46.84,83.62,0,0,0,42.0,3.7,0,0.0,76.46,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0000621,2022,6,June,Q2,2022-06-01,FAC-003,Toronto Operations,Canada,North America,Anti-Corruption,44.85,83.46,1,0,1,43.4,3.75,0,0.0,78.23,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0000622,2022,6,June,Q2,2022-06-01,FAC-003,Toronto Operations,Canada,North America,Data Privacy,45.97,85.2,2,1,1,46.3,3.68,0,0.0,75.5,Below Target,Near Compliant,Significantly Delayed,False
GOV-0000623,2022,6,June,Q2,2022-06-01,FAC-003,Toronto Operations,Canada,North America,Environmental,45.76,78.79,5,3,2,50.2,3.58,0,0.0,77.24,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000624,2022,6,June,Q2,2022-06-01,FAC-003,Toronto Operations,Canada,North America,Health & Safety,46.37,83.06,2,1,1,49.3,3.63,0,0.0,74.44,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000625,2022,6,June,Q2,2022-06-01,FAC-003,Toronto Operations,Canada,North America,Human Rights,45.73,81.49,3,2,1,45.8,3.45,0,0.0,73.33,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000626,2022,6,June,Q2,2022-06-01,FAC-003,Toronto Operations,Canada,North America,Whistleblower,45.47,80.98,4,3,1,51.1,3.52,0,0.0,79.15,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000627,2022,6,June,Q2,2022-06-01,FAC-003,Toronto Operations,Canada,North America,Code of Conduct,46.42,82.57,3,2,1,52.8,3.42,0,0.0,75.45,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000628,2022,6,June,Q2,2022-06-01,FAC-003,Toronto Operations,Canada,North America,Conflict of Interest,47.87,82.62,4,3,1,48.6,3.99,0,0.0,77.5,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000629,2022,6,June,Q2,2022-06-01,FAC-003,Toronto Operations,Canada,North America,Supplier Standards,46.85,82.28,3,1,2,49.7,3.55,0,32722.57,75.39,Below Target,Non-Compliant,Significantly Delayed,True
GOV-0000630,2022,6,June,Q2,2022-06-01,FAC-003,Toronto Operations,Canada,North America,Information Security,44.61,81.26,4,3,1,49.1,3.49,0,0.0,78.48,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000631,2022,6,June,Q2,2022-06-01,FAC-004,Munich Precision Works,Germany,Europe,Anti-Corruption,45.5,80.19,1,0,1,46.7,3.72,0,0.0,76.68,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000632,2022,6,June,Q2,2022-06-01,FAC-004,Munich Precision Works,Germany,Europe,Data Privacy,49.74,83.3,1,0,1,51.5,3.13,0,0.0,80.57,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000633,2022,6,June,Q2,2022-06-01,FAC-004,Munich Precision Works,Germany,Europe,Environmental,45.49,83.86,3,2,1,55.2,3.54,0,0.0,74.54,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000634,2022,6,June,Q2,2022-06-01,FAC-004,Munich Precision Works,Germany,Europe,Health & Safety,45.47,79.7,1,0,1,48.2,3.46,0,0.0,74.83,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000635,2022,6,June,Q2,2022-06-01,FAC-004,Munich Precision Works,Germany,Europe,Human Rights,46.31,82.69,5,4,1,48.8,3.34,0,0.0,74.7,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000636,2022,6,June,Q2,2022-06-01,FAC-004,Munich Precision Works,Germany,Europe,Whistleblower,46.52,82.17,5,4,1,44.9,3.28,0,0.0,77.73,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0000637,2022,6,June,Q2,2022-06-01,FAC-004,Munich Precision Works,Germany,Europe,Code of Conduct,46.92,81.07,4,3,1,52.6,3.34,0,0.0,76.57,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000638,2022,6,June,Q2,2022-06-01,FAC-004,Munich Precision Works,Germany,Europe,Conflict of Interest,45.27,83.89,0,0,0,46.0,3.57,0,0.0,77.63,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000639,2022,6,June,Q2,2022-06-01,FAC-004,Munich Precision Works,Germany,Europe,Supplier Standards,48.05,81.83,4,2,2,49.1,3.37,0,0.0,74.41,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000640,2022,6,June,Q2,2022-06-01,FAC-004,Munich Precision Works,Germany,Europe,Information Security,43.8,83.76,5,3,2,49.9,3.82,0,0.0,77.05,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000641,2022,6,June,Q2,2022-06-01,FAC-005,Stuttgart Engineering,Germany,Europe,Anti-Corruption,45.21,82.72,3,2,1,47.7,3.56,0,0.0,77.64,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000642,2022,6,June,Q2,2022-06-01,FAC-005,Stuttgart Engineering,Germany,Europe,Data Privacy,47.32,80.69,0,0,0,47.9,3.72,0,0.0,75.03,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000643,2022,6,June,Q2,2022-06-01,FAC-005,Stuttgart Engineering,Germany,Europe,Environmental,46.22,82.2,2,1,1,46.6,3.54,0,0.0,76.28,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000644,2022,6,June,Q2,2022-06-01,FAC-005,Stuttgart Engineering,Germany,Europe,Health & Safety,43.62,83.79,5,4,1,48.3,3.35,0,0.0,80.2,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000645,2022,6,June,Q2,2022-06-01,FAC-005,Stuttgart Engineering,Germany,Europe,Human Rights,48.1,80.86,4,2,2,49.6,3.86,0,0.0,76.27,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000646,2022,6,June,Q2,2022-06-01,FAC-005,Stuttgart Engineering,Germany,Europe,Whistleblower,44.92,83.36,2,1,1,47.9,3.5,0,0.0,75.05,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000647,2022,6,June,Q2,2022-06-01,FAC-005,Stuttgart Engineering,Germany,Europe,Code of Conduct,46.35,84.17,5,3,2,53.5,3.33,0,0.0,74.51,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000648,2022,6,June,Q2,2022-06-01,FAC-005,Stuttgart Engineering,Germany,Europe,Conflict of Interest,43.62,83.94,2,1,1,45.8,3.7,0,0.0,76.81,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000649,2022,6,June,Q2,2022-06-01,FAC-005,Stuttgart Engineering,Germany,Europe,Supplier Standards,47.36,80.37,1,0,1,47.8,3.64,0,0.0,75.59,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000650,2022,6,June,Q2,2022-06-01,FAC-005,Stuttgart Engineering,Germany,Europe,Information Security,46.46,80.79,2,1,1,46.0,3.67,0,0.0,76.75,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000651,2022,6,June,Q2,2022-06-01,FAC-006,Rotterdam Hub,Netherlands,Europe,Anti-Corruption,43.8,80.34,1,0,1,49.9,3.82,0,0.0,78.6,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000652,2022,6,June,Q2,2022-06-01,FAC-006,Rotterdam Hub,Netherlands,Europe,Data Privacy,46.8,81.83,2,1,1,46.1,3.39,0,44799.19,74.5,Below Target,Non-Compliant,Significantly Delayed,True
GOV-0000653,2022,6,June,Q2,2022-06-01,FAC-006,Rotterdam Hub,Netherlands,Europe,Environmental,47.32,79.46,4,3,1,52.1,3.39,0,0.0,76.74,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000654,2022,6,June,Q2,2022-06-01,FAC-006,Rotterdam Hub,Netherlands,Europe,Health & Safety,45.35,81.37,1,0,1,47.3,3.67,0,0.0,75.43,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000655,2022,6,June,Q2,2022-06-01,FAC-006,Rotterdam Hub,Netherlands,Europe,Human Rights,44.02,80.87,0,0,0,45.2,3.56,0,0.0,73.91,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000656,2022,6,June,Q2,2022-06-01,FAC-006,Rotterdam Hub,Netherlands,Europe,Whistleblower,41.81,83.88,4,3,1,49.1,3.39,0,0.0,74.46,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000657,2022,6,June,Q2,2022-06-01,FAC-006,Rotterdam Hub,Netherlands,Europe,Code of Conduct,46.84,78.64,5,3,2,50.6,3.71,0,0.0,76.32,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000658,2022,6,June,Q2,2022-06-01,FAC-006,Rotterdam Hub,Netherlands,Europe,Conflict of Interest,47.57,83.74,3,2,1,49.6,3.65,0,0.0,77.29,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000659,2022,6,June,Q2,2022-06-01,FAC-006,Rotterdam Hub,Netherlands,Europe,Supplier Standards,43.36,83.04,2,1,1,46.6,3.63,0,0.0,75.42,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000660,2022,6,June,Q2,2022-06-01,FAC-006,Rotterdam Hub,Netherlands,Europe,Information Security,45.72,80.25,2,1,1,47.8,3.61,0,0.0,77.32,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000661,2022,6,June,Q2,2022-06-01,FAC-007,Lyon Components,France,Europe,Anti-Corruption,42.84,82.57,1,0,1,47.0,3.4,0,0.0,76.05,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000662,2022,6,June,Q2,2022-06-01,FAC-007,Lyon Components,France,Europe,Data Privacy,42.89,84.72,3,1,2,43.9,3.61,0,0.0,76.06,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0000663,2022,6,June,Q2,2022-06-01,FAC-007,Lyon Components,France,Europe,Environmental,44.14,80.73,1,0,1,50.2,3.97,0,0.0,77.46,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000664,2022,6,June,Q2,2022-06-01,FAC-007,Lyon Components,France,Europe,Health & Safety,46.52,83.38,2,1,1,48.7,3.42,0,0.0,76.62,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000665,2022,6,June,Q2,2022-06-01,FAC-007,Lyon Components,France,Europe,Human Rights,45.91,82.5,1,0,1,52.0,3.55,0,0.0,74.28,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000666,2022,6,June,Q2,2022-06-01,FAC-007,Lyon Components,France,Europe,Whistleblower,46.63,83.4,0,0,0,48.4,3.64,0,0.0,76.69,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000667,2022,6,June,Q2,2022-06-01,FAC-007,Lyon Components,France,Europe,Code of Conduct,46.64,81.27,1,0,1,51.6,3.48,0,0.0,77.05,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000668,2022,6,June,Q2,2022-06-01,FAC-007,Lyon Components,France,Europe,Conflict of Interest,47.61,82.75,1,0,1,46.8,3.71,0,0.0,72.49,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000669,2022,6,June,Q2,2022-06-01,FAC-007,Lyon Components,France,Europe,Supplier Standards,43.74,80.29,1,0,1,43.8,3.72,0,0.0,74.71,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0000670,2022,6,June,Q2,2022-06-01,FAC-007,Lyon Components,France,Europe,Information Security,46.41,83.43,3,2,1,49.3,3.39,0,0.0,74.79,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000671,2022,6,June,Q2,2022-06-01,FAC-008,Shanghai Manufacturing,China,Asia Pacific,Anti-Corruption,46.47,80.81,4,3,1,49.8,2.92,0,0.0,78.03,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000672,2022,6,June,Q2,2022-06-01,FAC-008,Shanghai Manufacturing,China,Asia Pacific,Data Privacy,47.15,81.61,2,1,1,48.4,3.26,0,0.0,73.76,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000673,2022,6,June,Q2,2022-06-01,FAC-008,Shanghai Manufacturing,China,Asia Pacific,Environmental,46.02,80.69,3,1,2,51.6,3.72,0,0.0,72.3,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000674,2022,6,June,Q2,2022-06-01,FAC-008,Shanghai Manufacturing,China,Asia Pacific,Health & Safety,47.55,81.71,2,1,1,44.4,3.41,0,0.0,74.39,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0000675,2022,6,June,Q2,2022-06-01,FAC-008,Shanghai Manufacturing,China,Asia Pacific,Human Rights,46.04,81.49,3,2,1,42.9,3.26,0,0.0,74.29,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0000676,2022,6,June,Q2,2022-06-01,FAC-008,Shanghai Manufacturing,China,Asia Pacific,Whistleblower,45.44,81.96,3,2,1,41.5,3.38,0,0.0,77.98,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0000677,2022,6,June,Q2,2022-06-01,FAC-008,Shanghai Manufacturing,China,Asia Pacific,Code of Conduct,44.69,83.02,5,4,1,45.6,3.58,0,120714.02,75.97,Below Target,Non-Compliant,Significantly Delayed,True
GOV-0000678,2022,6,June,Q2,2022-06-01,FAC-008,Shanghai Manufacturing,China,Asia Pacific,Conflict of Interest,46.33,84.0,0,0,0,48.6,3.64,0,0.0,78.38,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000679,2022,6,June,Q2,2022-06-01,FAC-008,Shanghai Manufacturing,China,Asia Pacific,Supplier Standards,45.93,82.17,5,4,1,50.3,3.35,0,0.0,77.01,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000680,2022,6,June,Q2,2022-06-01,FAC-008,Shanghai Manufacturing,China,Asia Pacific,Information Security,45.37,81.04,0,0,0,44.4,3.62,0,0.0,75.9,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0000681,2022,6,June,Q2,2022-06-01,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Anti-Corruption,49.55,83.96,2,1,1,50.8,3.48,0,0.0,76.94,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000682,2022,6,June,Q2,2022-06-01,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Data Privacy,48.16,84.3,0,0,0,43.5,3.18,0,0.0,78.18,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0000683,2022,6,June,Q2,2022-06-01,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Environmental,44.44,82.57,1,0,1,47.6,3.24,0,0.0,75.51,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000684,2022,6,June,Q2,2022-06-01,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Health & Safety,45.34,81.29,3,2,1,45.8,3.66,0,0.0,78.44,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000685,2022,6,June,Q2,2022-06-01,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Human Rights,44.39,81.4,5,3,2,48.2,3.43,0,0.0,75.01,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000686,2022,6,June,Q2,2022-06-01,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Whistleblower,46.64,83.18,0,0,0,45.3,3.31,0,0.0,78.7,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000687,2022,6,June,Q2,2022-06-01,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Code of Conduct,47.58,83.16,2,1,1,48.3,3.67,0,0.0,76.94,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000688,2022,6,June,Q2,2022-06-01,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Conflict of Interest,47.69,80.38,3,2,1,51.5,3.41,0,0.0,76.94,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000689,2022,6,June,Q2,2022-06-01,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Supplier Standards,45.94,78.91,1,0,1,42.7,3.7,0,0.0,76.62,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0000690,2022,6,June,Q2,2022-06-01,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Information Security,46.21,81.97,3,2,1,48.5,3.36,0,0.0,77.12,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000691,2022,6,June,Q2,2022-06-01,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Anti-Corruption,47.06,82.94,1,0,1,53.5,3.97,0,0.0,75.31,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000692,2022,6,June,Q2,2022-06-01,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Data Privacy,44.04,83.8,1,0,1,53.5,3.27,0,0.0,76.33,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000693,2022,6,June,Q2,2022-06-01,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Environmental,45.25,82.85,5,4,1,54.0,3.09,0,0.0,76.42,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000694,2022,6,June,Q2,2022-06-01,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Health & Safety,44.69,82.09,0,0,0,49.4,3.14,0,0.0,78.69,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000695,2022,6,June,Q2,2022-06-01,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Human Rights,44.14,82.98,3,1,2,53.4,3.53,0,0.0,77.24,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000696,2022,6,June,Q2,2022-06-01,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Whistleblower,44.61,83.57,2,1,1,52.3,3.49,0,0.0,77.12,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000697,2022,6,June,Q2,2022-06-01,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Code of Conduct,46.96,82.29,3,2,1,41.6,3.59,0,0.0,75.29,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0000698,2022,6,June,Q2,2022-06-01,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Conflict of Interest,48.56,82.3,0,0,0,41.8,3.51,0,0.0,74.9,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0000699,2022,6,June,Q2,2022-06-01,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Supplier Standards,45.22,84.66,1,0,1,43.1,3.75,0,0.0,74.56,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0000700,2022,6,June,Q2,2022-06-01,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Information Security,46.92,81.07,5,4,1,48.3,3.5,0,0.0,76.45,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000701,2022,6,June,Q2,2022-06-01,FAC-011,Monterrey Plant,Mexico,Latin America,Anti-Corruption,45.83,82.16,1,0,1,47.9,3.48,0,0.0,75.67,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000702,2022,6,June,Q2,2022-06-01,FAC-011,Monterrey Plant,Mexico,Latin America,Data Privacy,44.19,79.04,1,0,1,53.6,3.39,0,0.0,77.81,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000703,2022,6,June,Q2,2022-06-01,FAC-011,Monterrey Plant,Mexico,Latin America,Environmental,46.92,84.85,1,0,1,51.3,3.57,0,0.0,75.52,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000704,2022,6,June,Q2,2022-06-01,FAC-011,Monterrey Plant,Mexico,Latin America,Health & Safety,47.55,82.95,4,3,1,51.3,3.72,0,0.0,75.23,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000705,2022,6,June,Q2,2022-06-01,FAC-011,Monterrey Plant,Mexico,Latin America,Human Rights,47.99,82.05,4,2,2,42.4,3.48,0,68523.94,73.34,Below Target,Non-Compliant,Slightly Delayed,True
GOV-0000706,2022,6,June,Q2,2022-06-01,FAC-011,Monterrey Plant,Mexico,Latin America,Whistleblower,45.88,82.38,3,2,1,51.4,3.6,0,0.0,75.23,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000707,2022,6,June,Q2,2022-06-01,FAC-011,Monterrey Plant,Mexico,Latin America,Code of Conduct,44.75,80.63,3,2,1,49.3,3.51,0,0.0,74.15,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000708,2022,6,June,Q2,2022-06-01,FAC-011,Monterrey Plant,Mexico,Latin America,Conflict of Interest,44.04,81.82,2,1,1,50.3,3.41,0,0.0,74.78,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000709,2022,6,June,Q2,2022-06-01,FAC-011,Monterrey Plant,Mexico,Latin America,Supplier Standards,45.89,83.58,1,0,1,48.0,3.46,0,0.0,75.07,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000710,2022,6,June,Q2,2022-06-01,FAC-011,Monterrey Plant,Mexico,Latin America,Information Security,47.39,79.59,5,3,2,47.1,3.39,0,0.0,76.85,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000711,2022,6,June,Q2,2022-06-01,FAC-012,Sao Paulo Operations,Brazil,Latin America,Anti-Corruption,48.48,79.82,5,3,2,52.3,3.61,0,0.0,76.17,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000712,2022,6,June,Q2,2022-06-01,FAC-012,Sao Paulo Operations,Brazil,Latin America,Data Privacy,46.77,80.65,0,0,0,42.0,3.73,0,0.0,75.73,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0000713,2022,6,June,Q2,2022-06-01,FAC-012,Sao Paulo Operations,Brazil,Latin America,Environmental,46.59,82.32,0,0,0,45.1,3.7,0,0.0,76.86,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0000714,2022,6,June,Q2,2022-06-01,FAC-012,Sao Paulo Operations,Brazil,Latin America,Health & Safety,47.04,80.71,4,3,1,46.4,3.38,0,0.0,78.68,Below Target,Non-Compliant,Significantly Delayed,False
